ticker,name,exchange,country,currency,source,source_url,as_of_date,data_provider,market_cap_usd,market_cap_rank,sector,industry,notes,source_method,rank_universe,rank_method
0R0O.L,UNITEDHEALTH GROUP INC UNITEDHE,LSE,United Kingdom,USD,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/0R0O.L,2026-07-02,Yahoo Finance via yfinance,390785204224.0,20,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=USD; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance London Stock Exchange equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
0R1G.L,HOME DEPOT INC HOME DEPOT ORD,LSE,United Kingdom,USD,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/0R1G.L,2026-07-02,Yahoo Finance via yfinance,352842743808.0,21,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=USD; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance London Stock Exchange equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
0NOF.L,PROCTER & GAMBLE CO PROCTER & G,LSE,United Kingdom,USD,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/0NOF.L,2026-07-02,Yahoo Finance via yfinance,350501306368.0,22,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=USD; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance London Stock Exchange equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
0QZK.L,COCA-COLA CO COCA-COLA ORD,LSE,United Kingdom,USD,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/0QZK.L,2026-07-02,Yahoo Finance via yfinance,349623582720.0,23,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=USD; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance London Stock Exchange equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
HSBA.L,HSBC HOLDINGS PLC ORD $0.50 (UK,LSE,United Kingdom,GBP,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/HSBA.L,2026-07-02,Yahoo Finance via yfinance,328068536822.84,24,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=GBp; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance London Stock Exchange equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
0QAH.L,MERCK & CO INC MERCK & CO ORD,LSE,United Kingdom,USD,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/0QAH.L,2026-07-02,Yahoo Finance via yfinance,318269423616.0,25,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=USD; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance London Stock Exchange equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
0R3G.L,GOLDMAN SACHS GROUP INC GOLDMAN,LSE,United Kingdom,USD,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/0R3G.L,2026-07-02,Yahoo Finance via yfinance,314780712960.0,26,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=USD; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance London Stock Exchange equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
0R2Q.L,CHEVRON CORP CHEVRON ORD,LSE,United Kingdom,USD,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/0R2Q.L,2026-07-02,Yahoo Finance via yfinance,292001710080.0,27,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=USD; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance London Stock Exchange equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
AZN.L,ASTRAZENECA PLC ORD SHS $0.25,LSE,United Kingdom,GBP,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/AZN.L,2026-07-02,Yahoo Finance via yfinance,285371820966.82,28,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=GBp; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance London Stock Exchange equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
0M8V.L,PHILIP MORRIS INTERNATIONAL INC,LSE,United Kingdom,USD,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/0M8V.L,2026-07-02,Yahoo Finance via yfinance,279049273344.0,29,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=USD; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance London Stock Exchange equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
