ticker,name,exchange,country,currency,source,source_url,as_of_date,data_provider,market_cap_usd,market_cap_rank,sector,industry,notes,source_method,rank_universe,rank_method
6701.T,NEC CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/6701.T,2026-07-02,Yahoo Finance via yfinance,32487791366.0,53,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
6902.T,DENSO CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/6902.T,2026-07-02,Yahoo Finance via yfinance,30982147249.1,54,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
6971.T,KYOCERA CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/6971.T,2026-07-02,Yahoo Finance via yfinance,30971940717.1,55,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
8802.T,MITSUBISHI ESTATE CO,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/8802.T,2026-07-02,Yahoo Finance via yfinance,29509638877.06,56,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
8308.T,RESONA HOLDINGS,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/8308.T,2026-07-02,Yahoo Finance via yfinance,29251182002.67,57,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
6273.T,SMC CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/6273.T,2026-07-02,Yahoo Finance via yfinance,29175845925.44,58,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
4568.T,DAIICHI SANKYO COMPANY LIMITED,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/4568.T,2026-07-02,Yahoo Finance via yfinance,28868724151.63,59,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
6920.T,LASERTEC CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/6920.T,2026-07-02,Yahoo Finance via yfinance,28009585126.77,60,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
3382.T,SEVEN & I HOLDINGS CO LTD,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/3382.T,2026-07-02,Yahoo Finance via yfinance,27707685974.74,61,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
5108.T,BRIDGESTONE CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/5108.T,2026-07-02,Yahoo Finance via yfinance,26164609304.94,62,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
8309.T,SUMITOMO MITSUI TRUST GP INC,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/8309.T,2026-07-02,Yahoo Finance via yfinance,26113533096.2,63,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
8604.T,NOMURA HOLDINGS INC.,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/8604.T,2026-07-02,Yahoo Finance via yfinance,25888563582.35,64,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
4901.T,FUJIFILM HOLDINGS CORPORATION,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/4901.T,2026-07-02,Yahoo Finance via yfinance,25496921788.0,65,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
8801.T,MITSUI FUDOSAN,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/8801.T,2026-07-02,Yahoo Finance via yfinance,24490620313.73,66,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
4661.T,ORIENTAL LAND CO,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/4661.T,2026-07-02,Yahoo Finance via yfinance,24334246501.44,67,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
5016.T,JX ADVANCED METALS CORPORATION,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/5016.T,2026-07-02,Yahoo Finance via yfinance,24101599507.77,68,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
7269.T,SUZUKI MOTOR CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/7269.T,2026-07-02,Yahoo Finance via yfinance,23628049003.77,69,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
4503.T,ASTELLAS PHARMA,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/4503.T,2026-07-02,Yahoo Finance via yfinance,23362545299.69,70,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
1605.T,INPEX CORPORATION,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/1605.T,2026-07-02,Yahoo Finance via yfinance,22918011153.26,71,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
9020.T,EAST JAPAN RAILWAY CO,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/9020.T,2026-07-02,Yahoo Finance via yfinance,22890091578.52,72,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
7735.T,SCREEN HOLDINGS CO LTD,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/7735.T,2026-07-02,Yahoo Finance via yfinance,22674996335.99,73,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
8267.T,AEON CO LTD,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/8267.T,2026-07-02,Yahoo Finance via yfinance,22095140155.99,74,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
7751.T,CANON INC,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/7751.T,2026-07-02,Yahoo Finance via yfinance,21791894219.16,75,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
8830.T,SUMITOMO REALTY & DEVELOPMENT C,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/8830.T,2026-07-02,Yahoo Finance via yfinance,20844559338.36,76,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
4004.T,RESONAC HOLDINGS CORPORATION,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/4004.T,2026-07-02,Yahoo Finance via yfinance,20801167061.1,77,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
5020.T,ENEOS HOLDINGS INC,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/5020.T,2026-07-02,Yahoo Finance via yfinance,19934865076.6,78,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
9022.T,CENTRAL JAPAN RAILWAY CO,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/9022.T,2026-07-02,Yahoo Finance via yfinance,19847896649.68,79,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
4543.T,TERUMO CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/4543.T,2026-07-02,Yahoo Finance via yfinance,19572113832.38,80,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
6594.T,NIDEC CORPORATION,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/6594.T,2026-07-02,Yahoo Finance via yfinance,19374589695.99,81,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
5801.T,FURUKAWA ELECTRIC CO,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/5801.T,2026-07-02,Yahoo Finance via yfinance,18833185431.75,82,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
7936.T,ASICS CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/7936.T,2026-07-02,Yahoo Finance via yfinance,18816733689.27,83,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
6326.T,KUBOTA CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/6326.T,2026-07-02,Yahoo Finance via yfinance,18617741799.37,84,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
4689.T,LY CORPORATION,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/4689.T,2026-07-02,Yahoo Finance via yfinance,18003356315.16,85,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
4452.T,KAO CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/4452.T,2026-07-02,Yahoo Finance via yfinance,17716792767.79,86,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
6361.T,EBARA CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/6361.T,2026-07-02,Yahoo Finance via yfinance,17707263660.47,87,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
6976.T,TAIYO YUDEN CO LTD,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/6976.T,2026-07-02,Yahoo Finance via yfinance,17444398686.86,88,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
7013.T,IHI CORPORATION,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/7013.T,2026-07-02,Yahoo Finance via yfinance,17439105096.78,89,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
5401.T,NIPPON STEEL CORPORATION,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/5401.T,2026-07-02,Yahoo Finance via yfinance,17074978035.27,90,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
1812.T,KAJIMA CORP,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/1812.T,2026-07-02,Yahoo Finance via yfinance,17047106848.01,91,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
1925.T,DAIWA HOUSE INDUSTRY CO,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/1925.T,2026-07-02,Yahoo Finance via yfinance,16732826953.3,92,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
6383.T,DAIFUKU CO LTD,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/6383.T,2026-07-02,Yahoo Finance via yfinance,16653821492.33,93,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
6525.T,KOKUSAI ELECTRIC CORPORATION,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/6525.T,2026-07-02,Yahoo Finance via yfinance,16423200321.06,94,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
4091.T,NIPPON SANSO HOLDINGS CORPORATI,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/4091.T,2026-07-02,Yahoo Finance via yfinance,16032795633.23,95,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
9735.T,SECOM CO,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/9735.T,2026-07-02,Yahoo Finance via yfinance,15702007543.98,96,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
4307.T,NOMURA RESEARCH INSTITUTE,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/4307.T,2026-07-02,Yahoo Finance via yfinance,15696867180.92,97,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
9503.T,KANSAI ELECTRIC POWER CO INC,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/9503.T,2026-07-02,Yahoo Finance via yfinance,15559833843.54,98,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
5706.T,MITSUI KINZOKU CO LTD,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/5706.T,2026-07-02,Yahoo Finance via yfinance,15192969663.7,99,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
7832.T,BANDAI NAMCO HOLDINGS INC,JPX,Japan,JPY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/7832.T,2026-07-02,Yahoo Finance via yfinance,15149412869.03,100,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=JPY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Japan Exchange Group equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
