ticker,name,exchange,country,currency,source,source_url,as_of_date,data_provider,market_cap_usd,market_cap_rank,sector,industry,notes,source_method,rank_universe,rank_method
GUNDG.IS,GUNDOGDU GIDA,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/GUNDG.IS,2026-07-02,Yahoo Finance via yfinance,1445877630.32,67,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
ARCLK.IS,ARCELIK,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/ARCLK.IS,2026-07-02,Yahoo Finance via yfinance,1403325531.03,68,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
LYDHO.IS,LYDIA HOLDING,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/LYDHO.IS,2026-07-02,Yahoo Finance via yfinance,1381150952.04,69,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
RGYAS.IS,RONESANS GAYRIMENKUL YAT.,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/RGYAS.IS,2026-07-02,Yahoo Finance via yfinance,1359787169.28,70,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
PASEU.IS,PASIFIK EURASIA LOJISTIK,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/PASEU.IS,2026-07-02,Yahoo Finance via yfinance,1356566191.95,71,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
RYGYO.IS,REYSAS GMYO,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/RYGYO.IS,2026-07-02,Yahoo Finance via yfinance,1285796066.63,72,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
BSOKE.IS,BATISOKE CIMENTO,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/BSOKE.IS,2026-07-02,Yahoo Finance via yfinance,1284424463.1,73,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
TABGD.IS,TAB GIDA,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/TABGD.IS,2026-07-02,Yahoo Finance via yfinance,1266040270.89,74,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
EUPWR.IS,EUROPOWER ENERJI,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/EUPWR.IS,2026-07-02,Yahoo Finance via yfinance,1203633626.72,75,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
CVKMD.IS,CVK MADEN,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/CVKMD.IS,2026-07-02,Yahoo Finance via yfinance,1176074806.03,76,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
GLRMK.IS,GULERMAK AGIR SANAYI,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/GLRMK.IS,2026-07-02,Yahoo Finance via yfinance,1166273098.6,77,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
ANSGR.IS,ANADOLU SIGORTA,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/ANSGR.IS,2026-07-02,Yahoo Finance via yfinance,1161502418.19,78,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
ISMEN.IS,IS Y. MEN. DEG.,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/ISMEN.IS,2026-07-02,Yahoo Finance via yfinance,1159788045.43,79,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
YGGYO.IS,YENI GIMAT GMYO,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/YGGYO.IS,2026-07-02,Yahoo Finance via yfinance,1141788140.96,80,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
DOHOL.IS,DOGAN HOLDING,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/DOHOL.IS,2026-07-02,Yahoo Finance via yfinance,1123594424.86,81,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
TKFEN.IS,TEKFEN HOLDING,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/TKFEN.IS,2026-07-02,Yahoo Finance via yfinance,1121985384.52,82,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
BRYAT.IS,BORUSAN YAT. PAZ.,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/BRYAT.IS,2026-07-02,Yahoo Finance via yfinance,1112372836.54,83,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
BIGEN.IS,BIRLESIM GRUP ENERJI,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/BIGEN.IS,2026-07-02,Yahoo Finance via yfinance,1109765157.17,84,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
ECILC.IS,ECZACIBASI ILAC,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/ECILC.IS,2026-07-02,Yahoo Finance via yfinance,1099912363.53,85,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
TRHOL.IS,TERA FINANSAL YAT. HOL.,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/TRHOL.IS,2026-07-02,Yahoo Finance via yfinance,1085854700.06,86,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
AKFIS.IS,AKFEN INSAAT,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/AKFIS.IS,2026-07-02,Yahoo Finance via yfinance,1044973699.46,87,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
PETKM.IS,PETKIM,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/PETKM.IS,2026-07-02,Yahoo Finance via yfinance,1031928456.01,88,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
VERUS.IS,VERUSA HOLDING,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/VERUS.IS,2026-07-02,Yahoo Finance via yfinance,1014814484.89,89,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
AYGAZ.IS,AYGAZ,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/AYGAZ.IS,2026-07-02,Yahoo Finance via yfinance,1013188942.47,90,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
KRDMA.IS,KARDEMIR (A),IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/KRDMA.IS,2026-07-02,Yahoo Finance via yfinance,995296652.62,91,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
AKSA.IS,AKSA,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/AKSA.IS,2026-07-02,Yahoo Finance via yfinance,991570518.61,92,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
ARMGD.IS,ARMADA GIDA,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/ARMGD.IS,2026-07-02,Yahoo Finance via yfinance,986031174.93,93,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
ALARK.IS,ALARKO HOLDING,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/ALARK.IS,2026-07-02,Yahoo Finance via yfinance,980541074.16,94,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
KRDMD.IS,KARDEMIR (D),IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/KRDMD.IS,2026-07-02,Yahoo Finance via yfinance,966944327.77,95,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
CIMSA.IS,CIMSA,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/CIMSA.IS,2026-07-02,Yahoo Finance via yfinance,966590674.2,96,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
TRMET.IS,TR ANADOLU METAL MADENCILIK,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/TRMET.IS,2026-07-02,Yahoo Finance via yfinance,946421009.86,97,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
AGESA.IS,AGESA HAYAT EMEKLILIK,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/AGESA.IS,2026-07-02,Yahoo Finance via yfinance,944288642.99,98,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
ANHYT.IS,ANADOLU HAYAT EMEK.,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/ANHYT.IS,2026-07-02,Yahoo Finance via yfinance,943602841.23,99,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
TTRAK.IS,TURK TRAKTOR,IST,Turkey,TRY,Yahoo Finance Equity Screener,https://finance.yahoo.com/quote/TTRAK.IS,2026-07-02,Yahoo Finance via yfinance,940867182.98,100,,,api_market_cap_enriched; public Yahoo Finance screener result; not official exchange top-100 evidence; current research input only; not point-in-time historical membership; cross-listing/domicile review required where applicable; raw_currency=TRY; source_screener=https://finance.yahoo.com/screener/new,api_market_cap_enriched,Yahoo Finance Borsa Istanbul equities sorted by marketCap,computed_from_yahoo_market_cap_same_retrieval_date
