ticker,current_security_name,issuer_name,listing_exchange,listing_country,issuer_country,security_type,stable_identifier_type,stable_identifier,current_listing_start_date,ticker_reuse_status,prior_security_name,prior_symbol_end_date,identity_continuity_status,metadata_source,evidence_url,current_issuer_evidence_url,prior_security_evidence_url,evidence_confidence,notes
SPCX,Space Exploration Technologies Corp. Class A Common Stock,Space Exploration Technologies Corp.,Nasdaq Global Select Market and Nasdaq Texas,United States,United States,equity,CUSIP,84615Q103,2026-06-12,known_reuse_prior_unrelated_security,The SPAC and New Issue ETF,2026-04-07,verified_current_security_from_listing_date,Nasdaq Data Technical News 2026-8,https://m.nasdaqtrader.com/TraderNews.aspx?id=DTN2026-8,https://www.sec.gov/Archives/edgar/data/1181412/000162828026042466/spaceexplorationtechnologi.htm,https://www.sec.gov/Archives/edgar/data/1719812/000199937126007611/cist-497_040226.htm,high,"Nasdaq states that prior SPCX market data must not be linked to the new SpaceX security. The current issuer SEC CIK is 0001181412. SEC evidence confirms the prior ETF changed from SPCX to SPCK effective 2026-04-07."
