Date,Strategy,Turnover,Transaction_Cost
2023-06-01,Cross-Asset Relative Momentum,1.2393533189126194,0.0018590299783689292
2023-08-29,Cross-Asset Relative Momentum,0.44149588462751777,0.0006622438269412767
2023-11-24,Cross-Asset Relative Momentum,0.5807563198685559,0.0008711344798028339
2024-02-21,Cross-Asset Relative Momentum,0.5087938132078285,0.0007631907198117427
2024-05-20,Cross-Asset Relative Momentum,0.5649577629670618,0.0008474366444505927
2024-08-15,Cross-Asset Relative Momentum,0.3632403578452338,0.0005448605367678506
2024-11-12,Cross-Asset Relative Momentum,0.3880219590753409,0.0005820329386130114
2025-02-07,Cross-Asset Relative Momentum,0.6202806280728523,0.0009304209421092786
2025-05-07,Cross-Asset Relative Momentum,0.345853067605855,0.0005187796014087825
2025-08-04,Cross-Asset Relative Momentum,0.5337430364149877,0.0008006145546224815
2025-10-30,Cross-Asset Relative Momentum,0.4119040871932404,0.0006178561307898606
2026-01-27,Cross-Asset Relative Momentum,0.49434546797530643,0.0007415182019629596
2026-04-24,Cross-Asset Relative Momentum,0.4965134014241974,0.0007447701021362961
2019-10-17,Dual Momentum Absolute,0.6502242494504448,0.0009753363741756672
2020-01-14,Dual Momentum Absolute,0.46900775575111797,0.0007035116336266769
2020-04-10,Dual Momentum Absolute,1.1706779211504714,0.0017560168817257072
2020-07-08,Dual Momentum Absolute,0.9441359735746226,0.001416203960361934
2020-10-05,Dual Momentum Absolute,0.7928199387654057,0.0011892299081481086
2020-12-31,Dual Momentum Absolute,0.3234272763589364,0.00048514091453840465
2021-03-30,Dual Momentum Absolute,0.4457846461537045,0.0006686769692305568
2021-06-25,Dual Momentum Absolute,0.1423262380614166,0.0002134893570921249
2021-09-22,Dual Momentum Absolute,0.15429509105686212,0.00023144263658529318
2021-12-20,Dual Momentum Absolute,0.4248066149376924,0.0006372099224065386
2022-03-17,Dual Momentum Absolute,0.9691459049785389,0.0014537188574678085
2022-06-14,Dual Momentum Absolute,0.7735526662995575,0.0011603289994493364
2022-09-09,Dual Momentum Absolute,0.2504809484107024,0.0003757214226160536
2022-12-07,Dual Momentum Absolute,0.447426351626489,0.0006711395274397336
2023-03-06,Dual Momentum Absolute,1.7297297297297296,0.0025945945945945945
2023-06-01,Dual Momentum Absolute,1.1147011115199636,0.0016720516672799454
2023-08-29,Dual Momentum Absolute,0.7830626292386658,0.0011745939438579987
2023-11-24,Dual Momentum Absolute,0.8135750414510791,0.0012203625621766186
2024-02-21,Dual Momentum Absolute,0.4351635495752391,0.0006527453243628587
2024-05-20,Dual Momentum Absolute,0.7466979674941542,0.0011200469512412314
2024-08-15,Dual Momentum Absolute,0.42034662720654314,0.0006305199408098148
2024-11-12,Dual Momentum Absolute,0.27974222937117726,0.00041961334405676593
2025-02-07,Dual Momentum Absolute,0.7627503156858161,0.0011441254735287242
2025-05-07,Dual Momentum Absolute,0.4750468624254367,0.0007125702936381551
2025-08-04,Dual Momentum Absolute,0.5175276900990938,0.0007762915351486408
2025-10-30,Dual Momentum Absolute,0.5138110449570409,0.0007707165674355614
2026-01-27,Dual Momentum Absolute,0.5052681404528291,0.0007579022106792437
2026-04-24,Dual Momentum Absolute,0.5684050362529245,0.0008526075543793867
2019-10-17,Trend-Following MA,0.8293235403145612,0.0012439853104718418
2020-01-14,Trend-Following MA,0.19785633720292953,0.0002967845058043943
2020-04-10,Trend-Following MA,0.8405426038361802,0.0012608139057542704
2020-07-08,Trend-Following MA,0.5306211439465672,0.0007959317159198509
2020-10-05,Trend-Following MA,0.4553187644189667,0.00068297814662845
2020-12-31,Trend-Following MA,0.2971403962379862,0.0004457105943569793
2021-03-30,Trend-Following MA,0.9080817433160753,0.001362122614974113
2021-06-25,Trend-Following MA,0.26138403623095885,0.00039207605434643826
2021-09-22,Trend-Following MA,0.8590905653185487,0.001288635847977823
2021-12-20,Trend-Following MA,0.6867277187969404,0.0010300915781954105
2022-03-17,Trend-Following MA,1.5403387960598163,0.0023105081940897245
2022-06-14,Trend-Following MA,1.3580673418094173,0.002037101012714126
2022-09-09,Trend-Following MA,1.0,0.0015
2022-12-07,Trend-Following MA,1.5102264715062605,0.0022653397072593907
2023-03-06,Trend-Following MA,1.1492615766722347,0.0017238923650083522
2023-06-01,Trend-Following MA,1.096687071342106,0.001645030607013159
2023-08-29,Trend-Following MA,0.7040696885973403,0.0010561045328960105
2023-11-24,Trend-Following MA,0.3765087130728637,0.0005647630696092956
2024-02-21,Trend-Following MA,0.43336946617193656,0.0006500541992579048
2024-05-20,Trend-Following MA,0.18680759980958164,0.0002802113997143725
2024-08-15,Trend-Following MA,0.18333124071730544,0.00027499686107595816
2024-11-12,Trend-Following MA,0.1952136340707333,0.00029282045110609996
2025-02-07,Trend-Following MA,0.2576965773291738,0.0003865448659937607
2025-05-07,Trend-Following MA,0.3728518815652553,0.0005592778223478829
2025-08-04,Trend-Following MA,0.344500413658849,0.0005167506204882735
2025-10-30,Trend-Following MA,0.2876946403506555,0.00043154196052598326
2026-01-27,Trend-Following MA,0.28752436201487686,0.0004312865430223153
2026-04-24,Trend-Following MA,0.21169687469722465,0.000317545312045837
2019-10-17,Volatility-Scaled Momentum,0.6760023810626714,0.0010140035715940072
2020-01-14,Volatility-Scaled Momentum,0.3760520575129008,0.0005640780862693511
2020-04-10,Volatility-Scaled Momentum,1.126058150594581,0.0016890872258918715
2020-07-08,Volatility-Scaled Momentum,0.3786226618342463,0.0005679339927513695
2020-10-05,Volatility-Scaled Momentum,0.38527971779985715,0.0005779195766997858
2020-12-31,Volatility-Scaled Momentum,0.298682154474115,0.0004480232317111725
2021-03-30,Volatility-Scaled Momentum,0.6960094764424501,0.0010440142146636753
2021-06-25,Volatility-Scaled Momentum,0.407728042173536,0.000611592063260304
2021-09-22,Volatility-Scaled Momentum,0.2720035067416895,0.00040800526011253423
2021-12-20,Volatility-Scaled Momentum,0.39345921022732566,0.0005901888153409885
2022-03-17,Volatility-Scaled Momentum,0.8072240680083734,0.0012108361020125601
2022-06-14,Volatility-Scaled Momentum,0.8865239355673288,0.0013297859033509932
2022-09-09,Volatility-Scaled Momentum,0.3645598513598086,0.000546839777039713
2022-12-07,Volatility-Scaled Momentum,0.5837464477241837,0.0008756196715862756
2023-03-06,Volatility-Scaled Momentum,1.1306172366450942,0.0016959258549676412
2023-06-01,Volatility-Scaled Momentum,1.609464025961486,0.002414196038942229
2023-08-29,Volatility-Scaled Momentum,0.7203412459209845,0.0010805118688814767
2023-11-24,Volatility-Scaled Momentum,0.786607736236941,0.0011799116043554115
2024-02-21,Volatility-Scaled Momentum,0.514251329127104,0.0007713769936906561
2024-05-20,Volatility-Scaled Momentum,0.7193179809066661,0.001078976971359999
2024-08-15,Volatility-Scaled Momentum,0.5457099623025132,0.0008185649434537699
2024-11-12,Volatility-Scaled Momentum,0.2742312920758958,0.0004113469381138437
2025-02-07,Volatility-Scaled Momentum,0.46380237371649896,0.0006957035605747485
2025-05-07,Volatility-Scaled Momentum,0.5069843037395859,0.0007604764556093788
2025-08-04,Volatility-Scaled Momentum,0.5967497275971431,0.0008951245913957146
2025-10-30,Volatility-Scaled Momentum,0.48404710839216253,0.0007260706625882438
2026-01-27,Volatility-Scaled Momentum,0.30490338504372894,0.00045735507756559343
2026-04-24,Volatility-Scaled Momentum,0.5131928068056997,0.0007697892102085496
2019-10-17,Risk-Managed Equal Weight,0.19459459459459472,0.00029189189189189206
2020-01-14,Risk-Managed Equal Weight,0.05784892361853135,8.677338542779702e-05
2020-04-10,Risk-Managed Equal Weight,0.3643819377840381,0.0005465729066760572
2020-07-08,Risk-Managed Equal Weight,0.12065906838793537,0.00018098860258190306
2020-10-05,Risk-Managed Equal Weight,0.40095464588747265,0.000601431968831209
2020-12-31,Risk-Managed Equal Weight,0.1424600151905568,0.0002136900227858352
2021-03-30,Risk-Managed Equal Weight,0.3545232535459445,0.0005317848803189167
2021-06-25,Risk-Managed Equal Weight,0.06554140903892909,9.831211355839364e-05
2021-09-22,Risk-Managed Equal Weight,0.08002811760321064,0.00012004217640481597
2021-12-20,Risk-Managed Equal Weight,0.08809125681426921,0.0001321368852214038
2022-03-17,Risk-Managed Equal Weight,0.1287014173453825,0.00019305212601807378
2022-06-14,Risk-Managed Equal Weight,0.17858379501977512,0.0002678756925296627
2022-09-09,Risk-Managed Equal Weight,0.10834303100379447,0.00016251454650569172
2022-12-07,Risk-Managed Equal Weight,0.11445880473262197,0.00017168820709893297
2023-03-06,Risk-Managed Equal Weight,0.07074907443915426,0.0001061236116587314
2023-06-01,Risk-Managed Equal Weight,0.16269831643622323,0.00024404747465433486
2023-08-29,Risk-Managed Equal Weight,0.049794387437912146,7.469158115686823e-05
2023-11-24,Risk-Managed Equal Weight,0.04406126581372853,6.609189872059279e-05
2024-02-21,Risk-Managed Equal Weight,0.12101591846130715,0.00018152387769196073
2024-05-20,Risk-Managed Equal Weight,0.11841903807710939,0.00017762855711566408
2024-08-15,Risk-Managed Equal Weight,0.07384194496067376,0.00011076291744101063
2024-11-12,Risk-Managed Equal Weight,0.09673678719520669,0.00014510518079281003
2025-02-07,Risk-Managed Equal Weight,0.10932203562905322,0.00016398305344357983
2025-05-07,Risk-Managed Equal Weight,0.09588324645014454,0.00014382486967521682
2025-08-04,Risk-Managed Equal Weight,0.08732838268261092,0.0001309925740239164
2025-10-30,Risk-Managed Equal Weight,0.07564333930569195,0.00011346500895853793
2026-01-27,Risk-Managed Equal Weight,0.14736364063797058,0.00022104546095695588
2026-04-24,Risk-Managed Equal Weight,0.16636405315838684,0.00024954607973758027
2019-10-17,Regime-Aware Allocation,0.10070907409310445,0.00015106361113965668
2020-01-14,Regime-Aware Allocation,0.10606816173018865,0.000159102242595283
2020-04-10,Regime-Aware Allocation,0.44843808556695797,0.000672657128350437
2020-07-08,Regime-Aware Allocation,0.12668861535283085,0.00019003292302924627
2020-10-05,Regime-Aware Allocation,0.40936687205505634,0.0006140503080825845
2020-12-31,Regime-Aware Allocation,0.16728806532007626,0.0002509320979801144
2021-03-30,Regime-Aware Allocation,0.6699703410427646,0.001004955511564147
2021-06-25,Regime-Aware Allocation,0.4356011500409424,0.0006534017250614136
2021-09-22,Regime-Aware Allocation,0.08141480322995655,0.00012212220484493483
2021-12-20,Regime-Aware Allocation,0.09834402832111866,0.000147516042481678
2022-03-17,Regime-Aware Allocation,0.13347140344963618,0.00020020710517445426
2022-06-14,Regime-Aware Allocation,0.4326305064868935,0.0006489457597303402
2022-09-09,Regime-Aware Allocation,0.07545696472162526,0.00011318544708243789
2022-12-07,Regime-Aware Allocation,0.07715456990286641,0.00011573185485429962
2023-03-06,Regime-Aware Allocation,0.4505542358288258,0.0006758313537432387
2023-06-01,Regime-Aware Allocation,0.10591320633853102,0.00015886980950779653
2023-08-29,Regime-Aware Allocation,0.07208751796306039,0.00010813127694459058
2023-11-24,Regime-Aware Allocation,0.10726776104220435,0.00016090164156330655
2024-02-21,Regime-Aware Allocation,0.0936451647579441,0.00014046774713691616
2024-05-20,Regime-Aware Allocation,0.14769447998253876,0.00022154171997380815
2024-08-15,Regime-Aware Allocation,0.07288919114814901,0.00010933378672222352
2024-11-12,Regime-Aware Allocation,0.09771057562531785,0.00014656586343797677
2025-02-07,Regime-Aware Allocation,0.1474576376871912,0.00022118645653078679
2025-05-07,Regime-Aware Allocation,0.4223952001193651,0.0006335928001790477
2025-08-04,Regime-Aware Allocation,0.09145072391865458,0.00013717608587798187
2025-10-30,Regime-Aware Allocation,0.4337001342945454,0.0006505502014418182
2026-01-27,Regime-Aware Allocation,0.1600310994567767,0.00024004664918516507
2026-04-24,Regime-Aware Allocation,0.480820787686728,0.000721231181530092
2019-10-17,Asset-Class Momentum Rotation,1.0125786991789907,0.001518868048768486
2020-01-14,Asset-Class Momentum Rotation,1.2028081146075067,0.00180421217191126
2020-04-10,Asset-Class Momentum Rotation,0.7640191450110418,0.0011460287175165628
2020-07-08,Asset-Class Momentum Rotation,0.7420464370687622,0.0011130696556031433
2020-10-05,Asset-Class Momentum Rotation,0.4993335695538172,0.0007490003543307258
2020-12-31,Asset-Class Momentum Rotation,0.29162600114367476,0.00043743900171551214
2021-03-30,Asset-Class Momentum Rotation,0.8034772422758253,0.001205215863413738
2021-06-25,Asset-Class Momentum Rotation,0.13469447939876084,0.00020204171909814125
2021-09-22,Asset-Class Momentum Rotation,0.4977989985603166,0.000746698497840475
2021-12-20,Asset-Class Momentum Rotation,0.5574083104056353,0.000836112465608453
2022-03-17,Asset-Class Momentum Rotation,0.7792535765872158,0.0011688803648808239
2022-06-14,Asset-Class Momentum Rotation,0.1447554329051565,0.00021713314935773475
2022-09-09,Asset-Class Momentum Rotation,0.3637668027636478,0.0005456502041454717
2022-12-07,Asset-Class Momentum Rotation,0.4673930015768359,0.0007010895023652539
2023-03-06,Asset-Class Momentum Rotation,0.4129394059264071,0.0006194091088896107
2023-06-01,Asset-Class Momentum Rotation,0.8072204609930402,0.0012108306914895605
2023-08-29,Asset-Class Momentum Rotation,0.5683987979183122,0.0008525981968774683
2023-11-24,Asset-Class Momentum Rotation,0.12752342320947715,0.00019128513481421575
2024-02-21,Asset-Class Momentum Rotation,0.28837719390425165,0.0004325657908563775
2024-05-20,Asset-Class Momentum Rotation,0.5347372311718368,0.0008021058467577552
2024-08-15,Asset-Class Momentum Rotation,0.8011059765502706,0.001201658964825406
2024-11-12,Asset-Class Momentum Rotation,0.8159775257491044,0.0012239662886236566
2025-02-07,Asset-Class Momentum Rotation,0.7603127363638459,0.0011404691045457688
2025-05-07,Asset-Class Momentum Rotation,0.12584730682806217,0.00018877096024209325
2025-08-04,Asset-Class Momentum Rotation,0.5093179580628887,0.0007639769370943331
2025-10-30,Asset-Class Momentum Rotation,0.22122123229877316,0.00033183184844815975
2026-01-27,Asset-Class Momentum Rotation,0.7558049785955588,0.0011337074678933383
2026-04-24,Asset-Class Momentum Rotation,0.5929376787762642,0.0008894065181643964
2019-10-17,Signal-Aware HRP Lite,0.6984628002715733,0.0010476942004073598
2020-01-14,Signal-Aware HRP Lite,0.0847407612798715,0.00012711114191980724
2020-04-10,Signal-Aware HRP Lite,0.3912069076184507,0.0005868103614276761
2020-07-08,Signal-Aware HRP Lite,0.07012011666286745,0.00010518017499430117
2020-10-05,Signal-Aware HRP Lite,0.2713944859440801,0.00040709172891612017
2020-12-31,Signal-Aware HRP Lite,0.14373600148142374,0.0002156040022221356
2021-03-30,Signal-Aware HRP Lite,0.16613249465413063,0.00024919874198119595
2021-06-25,Signal-Aware HRP Lite,0.11816015511205771,0.00017724023266808657
2021-09-22,Signal-Aware HRP Lite,0.12475655347358604,0.00018713483021037906
2021-12-20,Signal-Aware HRP Lite,0.0796571734944318,0.0001194857602416477
2022-03-17,Signal-Aware HRP Lite,0.1346462320882248,0.0002019693481323372
2022-06-14,Signal-Aware HRP Lite,0.224817296814446,0.000337225945221669
2022-09-09,Signal-Aware HRP Lite,0.07747848513516811,0.00011621772770275217
2022-12-07,Signal-Aware HRP Lite,0.07237564048044617,0.00010856346072066927
2023-03-06,Signal-Aware HRP Lite,0.24073860144661224,0.00036110790216991836
2023-06-01,Signal-Aware HRP Lite,0.18545628575134035,0.0002781844286270105
2023-08-29,Signal-Aware HRP Lite,0.08302016405244378,0.00012453024607866567
2023-11-24,Signal-Aware HRP Lite,0.15535013177992177,0.00023302519766988265
2024-02-21,Signal-Aware HRP Lite,0.062250963342135944,9.337644501320392e-05
2024-05-20,Signal-Aware HRP Lite,0.1253855443203275,0.00018807831648049125
2024-08-15,Signal-Aware HRP Lite,0.1596914722496521,0.00023953720837447816
2024-11-12,Signal-Aware HRP Lite,0.12026865848940568,0.00018040298773410853
2025-02-07,Signal-Aware HRP Lite,0.09142072907586825,0.00013713109361380236
2025-05-07,Signal-Aware HRP Lite,0.33943487211575823,0.0005091523081736373
2025-08-04,Signal-Aware HRP Lite,0.06815680467805775,0.00010223520701708663
2025-10-30,Signal-Aware HRP Lite,0.33292365407505436,0.0004993854811125816
2026-01-27,Signal-Aware HRP Lite,0.1677973326043669,0.0002516959989065504
2026-04-24,Signal-Aware HRP Lite,0.12148948166742166,0.00018223422250113249
2019-10-17,Shrunk Max Sharpe Nested,1.382495532333952,0.0020737432985009283
2020-01-14,Shrunk Max Sharpe Nested,0.7948954700138212,0.001192343205020732
2020-04-10,Shrunk Max Sharpe Nested,0.6748699694729196,0.0010123049542093794
2020-07-08,Shrunk Max Sharpe Nested,0.2872177862500703,0.0004308266793751054
2020-10-05,Shrunk Max Sharpe Nested,0.1831233782920949,0.00027468506743814235
2020-12-31,Shrunk Max Sharpe Nested,0.41010136895580895,0.0006151520534337134
2021-03-30,Shrunk Max Sharpe Nested,0.3699431140204825,0.0005549146710307238
2021-06-25,Shrunk Max Sharpe Nested,0.2901849743970313,0.0004352774615955469
2021-09-22,Shrunk Max Sharpe Nested,1.036637262810686,0.001554955894216029
2021-12-20,Shrunk Max Sharpe Nested,1.2197805700885225,0.0018296708551327838
2022-03-17,Shrunk Max Sharpe Nested,1.1018199389223409,0.0016527299083835113
2022-06-14,Shrunk Max Sharpe Nested,1.0119419160225587,0.001517912874033838
2022-09-09,Shrunk Max Sharpe Nested,0.4481179258076366,0.0006721768887114549
2022-12-07,Shrunk Max Sharpe Nested,0.5378209956303737,0.0008067314934455605
2023-03-06,Shrunk Max Sharpe Nested,0.8891696790734215,0.0013337545186101322
2023-06-01,Shrunk Max Sharpe Nested,1.4994627531953606,0.002249194129793041
2023-08-29,Shrunk Max Sharpe Nested,0.605460363246953,0.0009081905448704295
2023-11-24,Shrunk Max Sharpe Nested,1.0675159954636642,0.0016012739931954962
2024-02-21,Shrunk Max Sharpe Nested,0.999999999897803,0.0014999999998467045
2024-05-20,Shrunk Max Sharpe Nested,1.4586505719587204,0.002187975857938081
2024-08-15,Shrunk Max Sharpe Nested,0.2618769626332793,0.00039281544394991895
2024-11-12,Shrunk Max Sharpe Nested,0.7974646712592135,0.0011961970068888202
2025-02-07,Shrunk Max Sharpe Nested,0.5588685515478565,0.0008383028273217848
2025-05-07,Shrunk Max Sharpe Nested,0.40359772698411567,0.0006053965904761735
2025-08-04,Shrunk Max Sharpe Nested,0.3700996807656616,0.0005551495211484924
2025-10-30,Shrunk Max Sharpe Nested,0.3465280104976601,0.0005197920157464901
2026-01-27,Shrunk Max Sharpe Nested,0.5817637395001459,0.0008726456092502189
2026-04-24,Shrunk Max Sharpe Nested,0.28925757432359317,0.00043388636148538977
