TN,FP,FN,TP,Total,Precision,Recall,Specificity,Interpretation
499,652,43,78,1272,0.10684931506849316,0.6446280991735537,0.43353605560382275,Diagnostic confusion matrix at 0.50 probability threshold; not a trading rule.
