Date,Strategy,Is_Rebalance_Date,Asset_Count,Nonzero_Weight_Count,Weight_Sum,Min_Weight,Max_Weight,Long_Only,Sum_To_One,Cap_Check_Applies,Max_Weight_Cap,Cap_Respected_On_Rebalance,Top_Ticker,Top_Asset_Class,Top_Weight
2019-11-01,Asset-Class Momentum Rotation,False,37,37,1.0000000000000002,0.004913058589538738,0.24777025077537487,True,True,False,0.25,True,VNQI,reits,0.24777025077537487
2019-11-04,Asset-Class Momentum Rotation,False,37,37,0.9999999999999999,0.005062509928057692,0.24853224346007055,True,True,False,0.25,True,VNQI,reits,0.24853224346007055
2019-11-05,Asset-Class Momentum Rotation,False,37,37,1.0,0.005109933869993376,0.24899969160076424,True,True,False,0.25,True,VNQI,reits,0.24899969160076424
2019-11-06,Asset-Class Momentum Rotation,False,37,37,1.0,0.0051895898886177875,0.24891289749676157,True,True,False,0.25,True,VNQI,reits,0.24891289749676157
2019-11-07,Asset-Class Momentum Rotation,False,37,37,0.9999999999999999,0.005127572306471425,0.24884351090705628,True,True,False,0.25,True,VNQI,reits,0.24884351090705628
2019-11-08,Asset-Class Momentum Rotation,False,37,37,1.0,0.005188182298119936,0.24968841226336197,True,True,False,0.25,True,VNQI,reits,0.24968841226336197
2019-11-11,Asset-Class Momentum Rotation,False,37,37,1.0,0.0052677015345709574,0.24954507100548667,True,True,False,0.25,True,VNQI,reits,0.24954507100548667
2019-11-12,Asset-Class Momentum Rotation,False,37,37,1.0,0.005234228400458577,0.24810872164892003,True,True,False,0.25,True,VNQI,reits,0.24810872164892003
2019-11-13,Asset-Class Momentum Rotation,False,37,37,1.0,0.005241234166594692,0.2465455742394313,True,True,False,0.25,True,VNQI,reits,0.2465455742394313
2019-11-14,Asset-Class Momentum Rotation,False,37,37,0.9999999999999999,0.005275537961677065,0.2448471579129209,True,True,False,0.25,True,VNQI,reits,0.2448471579129209
2019-11-15,Asset-Class Momentum Rotation,False,37,37,1.0,0.0052382098202660154,0.24524653506922067,True,True,False,0.25,True,VNQI,reits,0.24524653506922067
2019-11-18,Asset-Class Momentum Rotation,False,37,37,1.0,0.005303408119671234,0.24616044173161478,True,True,False,0.25,True,VNQI,reits,0.24616044173161478
2019-11-19,Asset-Class Momentum Rotation,False,37,37,1.0000000000000002,0.005222664682292064,0.24690079671838866,True,True,False,0.25,True,VNQI,reits,0.24690079671838866
2019-11-20,Asset-Class Momentum Rotation,False,37,37,1.0,0.005071937338493562,0.24841898332765788,True,True,False,0.25,True,VNQI,reits,0.24841898332765788
2019-11-21,Asset-Class Momentum Rotation,False,37,37,1.0000000000000002,0.0052264351177112155,0.24831200025211309,True,True,False,0.25,True,VNQI,reits,0.24831200025211309
2019-11-22,Asset-Class Momentum Rotation,False,37,37,1.0,0.005365501525985946,0.2492333439038655,True,True,False,0.25,True,VNQI,reits,0.2492333439038655
2019-11-25,Asset-Class Momentum Rotation,False,37,37,1.0,0.005369874600723368,0.250103748262381,True,True,False,0.25,True,VNQI,reits,0.250103748262381
2019-11-26,Asset-Class Momentum Rotation,False,37,37,0.9999999999999998,0.005364054845159807,0.25149393204109355,True,True,False,0.25,True,VNQI,reits,0.25149393204109355
2019-11-27,Asset-Class Momentum Rotation,False,37,37,1.0,0.005285049434725746,0.2509955109529157,True,True,False,0.25,True,VNQI,reits,0.2509955109529157
2019-11-28,Asset-Class Momentum Rotation,False,37,37,1.0,0.005282178746730926,0.25043266541236164,True,True,False,0.25,True,VNQI,reits,0.25043266541236164
2019-11-29,Asset-Class Momentum Rotation,False,37,37,1.0,0.005284880689487647,0.2505607668566333,True,True,False,0.25,True,VNQI,reits,0.2505607668566333
2019-12-02,Asset-Class Momentum Rotation,False,37,37,0.9999999999999999,0.005129286955117596,0.2497338249889286,True,True,False,0.25,True,VNQI,reits,0.2497338249889286
2019-12-03,Asset-Class Momentum Rotation,False,37,37,0.9999999999999998,0.005196535999573819,0.25138236060358987,True,True,False,0.25,True,VNQI,reits,0.25138236060358987
2019-12-04,Asset-Class Momentum Rotation,False,37,37,1.0,0.00519560607359078,0.25099207047888544,True,True,False,0.25,True,VNQI,reits,0.25099207047888544
2019-12-05,Asset-Class Momentum Rotation,False,37,37,1.0,0.005267600598914448,0.25083450314427364,True,True,False,0.25,True,VNQI,reits,0.25083450314427364
2019-12-06,Asset-Class Momentum Rotation,False,37,37,1.0,0.005235495532749721,0.2503725611364865,True,True,False,0.25,True,VNQI,reits,0.2503725611364865
2019-12-09,Asset-Class Momentum Rotation,False,37,37,1.0,0.005316702326133338,0.2514704171052044,True,True,False,0.25,True,VNQI,reits,0.2514704171052044
