Date,Strategy,Window,Rolling_CAGR_Diff_vs_Equal_Weight
2026-01-13,Momentum Tilt 6M/12M,1Y,0.028701264018032413
2026-01-14,Momentum Tilt 6M/12M,1Y,0.02876769424446768
2026-01-15,Momentum Tilt 6M/12M,1Y,0.029166145273768596
2026-01-16,Momentum Tilt 6M/12M,1Y,0.028225680204664094
2026-01-19,Momentum Tilt 6M/12M,1Y,0.028446448445678563
2026-01-20,Momentum Tilt 6M/12M,1Y,0.026955180643458476
2026-01-21,Momentum Tilt 6M/12M,1Y,0.019899496157707475
2026-01-22,Momentum Tilt 6M/12M,1Y,0.021668914165339004
2026-01-23,Momentum Tilt 6M/12M,1Y,0.02101491783031384
2026-01-26,Momentum Tilt 6M/12M,1Y,0.019947888370840827
2026-01-27,Momentum Tilt 6M/12M,1Y,0.018671139585186403
2026-01-28,Momentum Tilt 6M/12M,1Y,0.024133968826986596
2026-01-29,Momentum Tilt 6M/12M,1Y,0.02816953466870431
2026-01-30,Momentum Tilt 6M/12M,1Y,-0.004520841097783723
2026-02-02,Momentum Tilt 6M/12M,1Y,0.004411515096790053
2026-02-03,Momentum Tilt 6M/12M,1Y,0.008801371280868331
2026-02-04,Momentum Tilt 6M/12M,1Y,0.013205330115332314
2026-02-05,Momentum Tilt 6M/12M,1Y,0.013221775047948858
2026-02-06,Momentum Tilt 6M/12M,1Y,0.008441576349764723
2026-02-09,Momentum Tilt 6M/12M,1Y,0.018636801240245138
2026-02-10,Momentum Tilt 6M/12M,1Y,0.019509612898160666
2026-02-11,Momentum Tilt 6M/12M,1Y,0.030788567529217215
2026-02-12,Momentum Tilt 6M/12M,1Y,0.022623992589985376
2026-02-13,Momentum Tilt 6M/12M,1Y,0.02447415643567985
2026-02-16,Momentum Tilt 6M/12M,1Y,0.023303151019569368
2026-02-17,Momentum Tilt 6M/12M,1Y,0.020716572740772987
2026-02-18,Momentum Tilt 6M/12M,1Y,0.02210640567110045
2026-02-19,Momentum Tilt 6M/12M,1Y,0.02258500858696655
2026-02-20,Momentum Tilt 6M/12M,1Y,0.026131782900670197
2026-02-23,Momentum Tilt 6M/12M,1Y,0.031369739845721334
2026-02-24,Momentum Tilt 6M/12M,1Y,0.03604534853622021
2026-02-25,Momentum Tilt 6M/12M,1Y,0.04116586352312268
2026-02-26,Momentum Tilt 6M/12M,1Y,0.03851259234284843
2026-02-27,Momentum Tilt 6M/12M,1Y,0.04156107850940538
2026-03-02,Momentum Tilt 6M/12M,1Y,0.03299931009996304
2026-03-03,Momentum Tilt 6M/12M,1Y,0.019693656930142023
2026-03-04,Momentum Tilt 6M/12M,1Y,0.01925107572174367
2026-03-05,Momentum Tilt 6M/12M,1Y,0.01730820006003686
2026-03-06,Momentum Tilt 6M/12M,1Y,0.012639876097217506
2026-03-09,Momentum Tilt 6M/12M,1Y,0.018971719549385258
2026-03-10,Momentum Tilt 6M/12M,1Y,0.0208722616902981
2026-03-11,Momentum Tilt 6M/12M,1Y,0.016374443117357806
2026-03-12,Momentum Tilt 6M/12M,1Y,0.008929830600863387
2026-03-13,Momentum Tilt 6M/12M,1Y,0.004915550414641645
2026-03-16,Momentum Tilt 6M/12M,1Y,0.004102911294457279
2026-03-17,Momentum Tilt 6M/12M,1Y,0.006084748726270739
2026-03-18,Momentum Tilt 6M/12M,1Y,0.005600146051481181
2026-03-19,Momentum Tilt 6M/12M,1Y,0.00201780860269829
2026-03-20,Momentum Tilt 6M/12M,1Y,-0.0026271331233369555
2026-03-23,Momentum Tilt 6M/12M,1Y,0.0009176675387723154
2026-03-24,Momentum Tilt 6M/12M,1Y,-0.005076347031730544
2026-03-25,Momentum Tilt 6M/12M,1Y,-0.00013367994704305275
2026-03-26,Momentum Tilt 6M/12M,1Y,-0.006725951791284768
2026-03-27,Momentum Tilt 6M/12M,1Y,-0.005453046687757812
2026-03-30,Momentum Tilt 6M/12M,1Y,-0.009121764839790325
2026-03-31,Momentum Tilt 6M/12M,1Y,-0.0034525684688437863
2026-04-01,Momentum Tilt 6M/12M,1Y,-0.0017535703200983743
2026-04-02,Momentum Tilt 6M/12M,1Y,-0.006070705682065913
2026-04-03,Momentum Tilt 6M/12M,1Y,-0.00710099462647773
2026-04-06,Momentum Tilt 6M/12M,1Y,-0.0067047000570366055
2026-04-07,Momentum Tilt 6M/12M,1Y,-0.00956756666596692
2026-04-08,Momentum Tilt 6M/12M,1Y,-0.002135647556277931
2026-04-09,Momentum Tilt 6M/12M,1Y,-0.0031342150068125463
2026-04-10,Momentum Tilt 6M/12M,1Y,-0.003073702264968947
2026-04-13,Momentum Tilt 6M/12M,1Y,-0.004762955443956551
2026-04-14,Momentum Tilt 6M/12M,1Y,0.002468843441810087
2026-04-15,Momentum Tilt 6M/12M,1Y,-0.0006112155248747531
2026-04-16,Momentum Tilt 6M/12M,1Y,-0.0026628532618131473
2026-04-17,Momentum Tilt 6M/12M,1Y,0.0018448782597400015
2026-04-20,Momentum Tilt 6M/12M,1Y,0.0006568837991367538
2026-04-21,Momentum Tilt 6M/12M,1Y,-0.005980124184106872
2026-04-22,Momentum Tilt 6M/12M,1Y,-0.0032168407581474323
2026-04-23,Momentum Tilt 6M/12M,1Y,-0.010213380907302172
2026-04-24,Momentum Tilt 6M/12M,1Y,-0.007441982320976592
2026-04-27,Momentum Tilt 6M/12M,1Y,-0.005214148162607124
2026-04-28,Momentum Tilt 6M/12M,1Y,-2.7885483833145486e-07
2026-04-29,Momentum Tilt 6M/12M,1Y,0.00440644053840078
2026-04-30,Momentum Tilt 6M/12M,1Y,0.005165683917014885
2026-05-01,Momentum Tilt 6M/12M,1Y,0.0016887176592785824
2026-05-04,Momentum Tilt 6M/12M,1Y,0.005811826278811161
2026-05-05,Momentum Tilt 6M/12M,1Y,0.006172802559362145
2026-05-06,Momentum Tilt 6M/12M,1Y,0.0023839771126936693
2026-05-07,Momentum Tilt 6M/12M,1Y,0.003988178510038631
2026-05-08,Momentum Tilt 6M/12M,1Y,-0.0001375789643305314
2026-05-11,Momentum Tilt 6M/12M,1Y,0.0011103578957538662
2026-05-12,Momentum Tilt 6M/12M,1Y,0.006914820902559127
2026-05-13,Momentum Tilt 6M/12M,1Y,0.007818291658348464
2026-05-14,Momentum Tilt 6M/12M,1Y,0.00958564609390189
2026-05-15,Momentum Tilt 6M/12M,1Y,0.01166730095840518
2026-05-18,Momentum Tilt 6M/12M,1Y,0.0157273938141953
2026-05-19,Momentum Tilt 6M/12M,1Y,0.0170907193558123
2026-05-20,Momentum Tilt 6M/12M,1Y,0.015735064229812412
2026-05-21,Momentum Tilt 6M/12M,1Y,0.014928693879655341
2026-05-22,Momentum Tilt 6M/12M,1Y,0.018329520802961463
2026-05-25,Momentum Tilt 6M/12M,1Y,0.01837579845069781
2026-05-26,Momentum Tilt 6M/12M,1Y,0.022206012572446365
2026-05-27,Momentum Tilt 6M/12M,1Y,0.01875491905376525
2026-05-28,Momentum Tilt 6M/12M,1Y,0.021688549634532706
2026-05-29,Momentum Tilt 6M/12M,1Y,0.021988849315518255
2026-06-01,Momentum Tilt 6M/12M,1Y,0.026639859746794725
2026-06-02,Momentum Tilt 6M/12M,1Y,0.032868540967531334
2026-06-03,Momentum Tilt 6M/12M,1Y,0.034369836927987674
2026-06-04,Momentum Tilt 6M/12M,1Y,0.03820170230705977
2026-06-05,Momentum Tilt 6M/12M,1Y,0.04004479151191287
2026-06-08,Momentum Tilt 6M/12M,1Y,0.03807555913696503
2026-06-09,Momentum Tilt 6M/12M,1Y,0.03689028717124221
2026-06-10,Momentum Tilt 6M/12M,1Y,0.03408184274806092
2026-06-11,Momentum Tilt 6M/12M,1Y,0.03385703548318353
2026-06-12,Momentum Tilt 6M/12M,1Y,0.032858207966796726
2026-06-15,Momentum Tilt 6M/12M,1Y,0.033454104998300815
2026-06-16,Momentum Tilt 6M/12M,1Y,0.0317432924926726
2026-06-17,Momentum Tilt 6M/12M,1Y,0.029043520594040473
2026-06-18,Momentum Tilt 6M/12M,1Y,0.03397245243767166
2026-06-19,Momentum Tilt 6M/12M,1Y,0.03616476895957543
2026-06-22,Momentum Tilt 6M/12M,1Y,0.0353796790897678
2026-06-23,Momentum Tilt 6M/12M,1Y,0.03444551429190934
2026-06-24,Momentum Tilt 6M/12M,1Y,0.030604250234816943
2022-09-08,Momentum Tilt 6M/12M,3Y,0.009339915107627439
2022-09-09,Momentum Tilt 6M/12M,3Y,0.01037382529870956
2022-09-12,Momentum Tilt 6M/12M,3Y,0.011896143619450905
2022-09-13,Momentum Tilt 6M/12M,3Y,0.016377520050536276
2022-09-14,Momentum Tilt 6M/12M,3Y,0.022032190980195265
2022-09-15,Momentum Tilt 6M/12M,3Y,0.01419350181641299
2022-09-16,Momentum Tilt 6M/12M,3Y,0.009517900406938784
2022-09-19,Momentum Tilt 6M/12M,3Y,0.013797452175241087
2022-09-20,Momentum Tilt 6M/12M,3Y,0.014327430321924961
2022-09-21,Momentum Tilt 6M/12M,3Y,0.016287750561279513
2022-09-22,Momentum Tilt 6M/12M,3Y,0.009716809933986603
2022-09-23,Momentum Tilt 6M/12M,3Y,0.0026972463495620325
2022-09-26,Momentum Tilt 6M/12M,3Y,0.003953029825725762
2022-09-27,Momentum Tilt 6M/12M,3Y,0.0054792340877005685
2022-09-28,Momentum Tilt 6M/12M,3Y,0.008842307340625188
2022-09-29,Momentum Tilt 6M/12M,3Y,0.00660412943111055
2022-09-30,Momentum Tilt 6M/12M,3Y,0.00461354929142721
2022-10-03,Momentum Tilt 6M/12M,3Y,0.004408181421706958
2022-10-04,Momentum Tilt 6M/12M,3Y,0.005931887551100967
2022-10-05,Momentum Tilt 6M/12M,3Y,0.00895030861476398
2022-10-06,Momentum Tilt 6M/12M,3Y,0.009841104719495952
2022-10-07,Momentum Tilt 6M/12M,3Y,0.009192177988612826
2022-10-10,Momentum Tilt 6M/12M,3Y,0.009051558323749598
2022-10-11,Momentum Tilt 6M/12M,3Y,0.00823436459109872
2022-10-12,Momentum Tilt 6M/12M,3Y,0.005251631303378357
2022-10-13,Momentum Tilt 6M/12M,3Y,0.009716437835562752
2022-10-14,Momentum Tilt 6M/12M,3Y,0.00569988111541786
2022-10-17,Momentum Tilt 6M/12M,3Y,-9.845167484590078e-05
2022-10-18,Momentum Tilt 6M/12M,3Y,-0.001645840740842619
2022-10-19,Momentum Tilt 6M/12M,3Y,0.0010853623685977976
2022-10-20,Momentum Tilt 6M/12M,3Y,0.00047250962949618724
2022-10-21,Momentum Tilt 6M/12M,3Y,-0.0016917038769188597
2022-10-24,Momentum Tilt 6M/12M,3Y,0.0009509454831362341
2022-10-25,Momentum Tilt 6M/12M,3Y,0.00010553522477496635
2022-10-26,Momentum Tilt 6M/12M,3Y,-0.0013867352619714168
2022-10-27,Momentum Tilt 6M/12M,3Y,-0.001149990123091138
2022-10-28,Momentum Tilt 6M/12M,3Y,-0.0011908315211497378
2022-10-31,Momentum Tilt 6M/12M,3Y,0.003507020740415312
2022-11-01,Momentum Tilt 6M/12M,3Y,4.980165374068868e-05
2022-11-02,Momentum Tilt 6M/12M,3Y,0.0036196271143600356
2022-11-03,Momentum Tilt 6M/12M,3Y,0.0030124003867286753
2022-11-04,Momentum Tilt 6M/12M,3Y,0.004056127098658324
2022-11-07,Momentum Tilt 6M/12M,3Y,0.0072260018205536625
2022-11-08,Momentum Tilt 6M/12M,3Y,0.004797375873130338
2022-11-09,Momentum Tilt 6M/12M,3Y,0.003681386699315725
2022-11-10,Momentum Tilt 6M/12M,3Y,-0.0007130417915539589
2022-11-11,Momentum Tilt 6M/12M,3Y,-0.0011872302624909015
2022-11-14,Momentum Tilt 6M/12M,3Y,0.000288170644823893
2022-11-15,Momentum Tilt 6M/12M,3Y,0.0010349738719555024
2022-11-16,Momentum Tilt 6M/12M,3Y,0.0019551829139639043
2022-11-17,Momentum Tilt 6M/12M,3Y,0.0022753554479901794
2022-11-18,Momentum Tilt 6M/12M,3Y,0.002511680718145115
2022-11-21,Momentum Tilt 6M/12M,3Y,0.0066979875820669665
2022-11-22,Momentum Tilt 6M/12M,3Y,0.009598291321689656
2022-11-23,Momentum Tilt 6M/12M,3Y,0.007048176819309582
2022-11-24,Momentum Tilt 6M/12M,3Y,0.006666822018579932
2022-11-25,Momentum Tilt 6M/12M,3Y,0.0046551576151308005
2022-11-28,Momentum Tilt 6M/12M,3Y,0.003970690601834859
2022-11-29,Momentum Tilt 6M/12M,3Y,0.005071494991329972
2022-11-30,Momentum Tilt 6M/12M,3Y,0.0011635126552937969
2022-12-01,Momentum Tilt 6M/12M,3Y,-0.0006874896021882293
2022-12-02,Momentum Tilt 6M/12M,3Y,-0.006018128809183176
2022-12-05,Momentum Tilt 6M/12M,3Y,-0.00984936743304532
2022-12-06,Momentum Tilt 6M/12M,3Y,-0.013341041025933364
2022-12-07,Momentum Tilt 6M/12M,3Y,-0.01039193627375834
2022-12-08,Momentum Tilt 6M/12M,3Y,-0.011749192823131693
2022-12-09,Momentum Tilt 6M/12M,3Y,-0.01427669109420937
2022-12-12,Momentum Tilt 6M/12M,3Y,-0.0108760085590629
2022-12-13,Momentum Tilt 6M/12M,3Y,-0.012624288748464219
2022-12-14,Momentum Tilt 6M/12M,3Y,-0.012057585505520718
2022-12-15,Momentum Tilt 6M/12M,3Y,-0.012789933826507394
2022-12-16,Momentum Tilt 6M/12M,3Y,-0.011983635299988471
2022-12-19,Momentum Tilt 6M/12M,3Y,-0.010456721650558887
2022-12-20,Momentum Tilt 6M/12M,3Y,-0.00863209103793805
2022-12-21,Momentum Tilt 6M/12M,3Y,-0.006264246960483
2022-12-22,Momentum Tilt 6M/12M,3Y,-0.007462951551838959
2022-12-23,Momentum Tilt 6M/12M,3Y,-0.004608276572263481
2022-12-26,Momentum Tilt 6M/12M,3Y,-0.005710756312281795
2022-12-27,Momentum Tilt 6M/12M,3Y,-0.0034916162780080917
2022-12-28,Momentum Tilt 6M/12M,3Y,-0.003318216098528337
2022-12-29,Momentum Tilt 6M/12M,3Y,-0.0006514662925671821
2022-12-30,Momentum Tilt 6M/12M,3Y,0.0007227449851805456
2023-01-02,Momentum Tilt 6M/12M,3Y,0.0008008331404651958
2023-01-03,Momentum Tilt 6M/12M,3Y,-0.0010688073126330355
2023-01-04,Momentum Tilt 6M/12M,3Y,-0.001906007743715854
2023-01-05,Momentum Tilt 6M/12M,3Y,0.0022624958363681724
2023-01-06,Momentum Tilt 6M/12M,3Y,0.003318313188748423
2023-01-09,Momentum Tilt 6M/12M,3Y,0.0008396039887166307
2023-01-10,Momentum Tilt 6M/12M,3Y,-0.0027284726632841316
2023-01-11,Momentum Tilt 6M/12M,3Y,-0.0033984062403904503
2023-01-12,Momentum Tilt 6M/12M,3Y,-0.00666145348000291
2023-01-13,Momentum Tilt 6M/12M,3Y,-0.0080428163405033
2023-01-16,Momentum Tilt 6M/12M,3Y,-0.008878500954342172
2023-01-17,Momentum Tilt 6M/12M,3Y,-0.009498962155045199
2023-01-18,Momentum Tilt 6M/12M,3Y,-0.01223760218366099
2023-01-19,Momentum Tilt 6M/12M,3Y,-0.01674056558099113
2023-01-20,Momentum Tilt 6M/12M,3Y,-0.017614685209459857
2023-01-23,Momentum Tilt 6M/12M,3Y,-0.018711309001322896
2023-01-24,Momentum Tilt 6M/12M,3Y,-0.017726521829358743
2023-01-25,Momentum Tilt 6M/12M,3Y,-0.019612425106893427
2023-01-26,Momentum Tilt 6M/12M,3Y,-0.019422395349795396
2023-01-27,Momentum Tilt 6M/12M,3Y,-0.020660491386179425
2023-01-30,Momentum Tilt 6M/12M,3Y,-0.019524253031166783
2023-01-31,Momentum Tilt 6M/12M,3Y,-0.025748098614055692
2023-02-01,Momentum Tilt 6M/12M,3Y,-0.027755619668637044
2023-02-02,Momentum Tilt 6M/12M,3Y,-0.029413419008690767
2023-02-03,Momentum Tilt 6M/12M,3Y,-0.04094651603700594
2023-02-06,Momentum Tilt 6M/12M,3Y,-0.03636233149406887
2023-02-07,Momentum Tilt 6M/12M,3Y,-0.04052318474836403
2023-02-08,Momentum Tilt 6M/12M,3Y,-0.04096834847355946
2023-02-09,Momentum Tilt 6M/12M,3Y,-0.040531524512518624
2023-02-10,Momentum Tilt 6M/12M,3Y,-0.029998140242330606
2023-02-13,Momentum Tilt 6M/12M,3Y,-0.02970296226351765
2023-02-14,Momentum Tilt 6M/12M,3Y,-0.03214182127797782
2023-02-15,Momentum Tilt 6M/12M,3Y,-0.03503336532439261
2023-02-16,Momentum Tilt 6M/12M,3Y,-0.03480737388182842
2023-02-17,Momentum Tilt 6M/12M,3Y,-0.037303190720122004
2023-02-20,Momentum Tilt 6M/12M,3Y,-0.039131231152470525
2023-02-21,Momentum Tilt 6M/12M,3Y,-0.03891347527702482
2023-02-22,Momentum Tilt 6M/12M,3Y,-0.038102939994773655
2023-02-23,Momentum Tilt 6M/12M,3Y,-0.03700454946607468
2023-02-24,Momentum Tilt 6M/12M,3Y,-0.03418201938878207
2023-02-27,Momentum Tilt 6M/12M,3Y,-0.03379961896408945
2023-02-28,Momentum Tilt 6M/12M,3Y,-0.03213112574744925
2023-03-01,Momentum Tilt 6M/12M,3Y,-0.03220140025674456
2023-03-02,Momentum Tilt 6M/12M,3Y,-0.029835828046109736
2023-03-03,Momentum Tilt 6M/12M,3Y,-0.030642512750715944
2023-03-06,Momentum Tilt 6M/12M,3Y,-0.031803791658753466
2023-03-07,Momentum Tilt 6M/12M,3Y,-0.03486939783742793
2023-03-08,Momentum Tilt 6M/12M,3Y,-0.032343519048007696
2023-03-09,Momentum Tilt 6M/12M,3Y,-0.03799166254834008
2023-03-10,Momentum Tilt 6M/12M,3Y,-0.03760729144934993
2023-03-13,Momentum Tilt 6M/12M,3Y,-0.03965827971987568
2023-03-14,Momentum Tilt 6M/12M,3Y,-0.04227765511438042
2023-03-15,Momentum Tilt 6M/12M,3Y,-0.052499014862294135
2023-03-16,Momentum Tilt 6M/12M,3Y,-0.04830309058459181
2023-03-17,Momentum Tilt 6M/12M,3Y,-0.05116115447505565
2023-03-20,Momentum Tilt 6M/12M,3Y,-0.046788547779484935
2023-03-21,Momentum Tilt 6M/12M,3Y,-0.04234099934527391
2023-03-22,Momentum Tilt 6M/12M,3Y,-0.04041660841093764
2023-03-23,Momentum Tilt 6M/12M,3Y,-0.03708526425626535
2023-03-24,Momentum Tilt 6M/12M,3Y,-0.039070763311732204
2023-03-27,Momentum Tilt 6M/12M,3Y,-0.03943198615653509
2023-03-28,Momentum Tilt 6M/12M,3Y,-0.039776921617534766
2023-03-29,Momentum Tilt 6M/12M,3Y,-0.038852834528482205
2023-03-30,Momentum Tilt 6M/12M,3Y,-0.03912290592125056
2023-03-31,Momentum Tilt 6M/12M,3Y,-0.0384892838896298
2023-04-03,Momentum Tilt 6M/12M,3Y,-0.030333675420881834
2023-04-04,Momentum Tilt 6M/12M,3Y,-0.037651774648270075
2023-04-05,Momentum Tilt 6M/12M,3Y,-0.04010706638985373
2023-04-06,Momentum Tilt 6M/12M,3Y,-0.0420318599735503
2023-04-07,Momentum Tilt 6M/12M,3Y,-0.04161823193981862
2023-04-10,Momentum Tilt 6M/12M,3Y,-0.04303844990052563
2023-04-11,Momentum Tilt 6M/12M,3Y,-0.03327551197993506
2023-04-12,Momentum Tilt 6M/12M,3Y,-0.03307208856955146
2023-04-13,Momentum Tilt 6M/12M,3Y,-0.0314941977226042
2023-04-14,Momentum Tilt 6M/12M,3Y,-0.035157091739780544
2023-04-17,Momentum Tilt 6M/12M,3Y,-0.03542468638617535
2023-04-18,Momentum Tilt 6M/12M,3Y,-0.03649715942443188
2023-04-19,Momentum Tilt 6M/12M,3Y,-0.02979032157726058
2023-04-20,Momentum Tilt 6M/12M,3Y,-0.02716885747305464
2023-04-21,Momentum Tilt 6M/12M,3Y,-0.02317948302221251
2023-04-24,Momentum Tilt 6M/12M,3Y,-0.02270251967596293
2023-04-25,Momentum Tilt 6M/12M,3Y,-0.01873715867813064
2023-04-26,Momentum Tilt 6M/12M,3Y,-0.019182207671721185
2023-04-27,Momentum Tilt 6M/12M,3Y,-0.014256468689938462
2023-04-28,Momentum Tilt 6M/12M,3Y,-0.01315411092151364
2023-05-01,Momentum Tilt 6M/12M,3Y,-0.00820288675856884
2023-05-02,Momentum Tilt 6M/12M,3Y,-0.0097091161499967
2023-05-03,Momentum Tilt 6M/12M,3Y,-0.013906378531539199
2023-05-04,Momentum Tilt 6M/12M,3Y,-0.01664026553995135
2023-05-05,Momentum Tilt 6M/12M,3Y,-0.02675519918083502
2023-05-08,Momentum Tilt 6M/12M,3Y,-0.020279633378547546
2023-05-09,Momentum Tilt 6M/12M,3Y,-0.020565845223657897
2023-05-10,Momentum Tilt 6M/12M,3Y,-0.019659570949777994
2023-05-11,Momentum Tilt 6M/12M,3Y,-0.019271508213950517
2023-05-12,Momentum Tilt 6M/12M,3Y,-0.020122245699086827
2023-05-15,Momentum Tilt 6M/12M,3Y,-0.02151109914740168
2023-05-16,Momentum Tilt 6M/12M,3Y,-0.020710302276896186
2023-05-17,Momentum Tilt 6M/12M,3Y,-0.019531597935147138
2023-05-18,Momentum Tilt 6M/12M,3Y,-0.023325500174841363
2023-05-19,Momentum Tilt 6M/12M,3Y,-0.0219451761423457
2023-05-22,Momentum Tilt 6M/12M,3Y,-0.025113849044556158
2023-05-23,Momentum Tilt 6M/12M,3Y,-0.023644996128657336
2023-05-24,Momentum Tilt 6M/12M,3Y,-0.022276049773724216
2023-05-25,Momentum Tilt 6M/12M,3Y,-0.019275812868243314
2023-05-26,Momentum Tilt 6M/12M,3Y,-0.019697117466634273
2023-05-29,Momentum Tilt 6M/12M,3Y,-0.021061913696155177
2023-05-30,Momentum Tilt 6M/12M,3Y,-0.017150804730547753
2023-05-31,Momentum Tilt 6M/12M,3Y,-0.0189368239512393
2023-06-01,Momentum Tilt 6M/12M,3Y,-0.020805496896034947
2023-06-02,Momentum Tilt 6M/12M,3Y,-0.0221958495008705
2023-06-05,Momentum Tilt 6M/12M,3Y,-0.0216984762653043
2023-06-06,Momentum Tilt 6M/12M,3Y,-0.02200854220544768
2023-06-07,Momentum Tilt 6M/12M,3Y,-0.024986909119097955
2023-06-08,Momentum Tilt 6M/12M,3Y,-0.022606133596373645
2023-06-09,Momentum Tilt 6M/12M,3Y,-0.021204372781377323
2023-06-12,Momentum Tilt 6M/12M,3Y,-0.020420834686140754
2023-06-13,Momentum Tilt 6M/12M,3Y,-0.02006519198877177
2023-06-14,Momentum Tilt 6M/12M,3Y,-0.0214070461627327
2023-06-15,Momentum Tilt 6M/12M,3Y,-0.021462817082894103
2023-06-16,Momentum Tilt 6M/12M,3Y,-0.021538218895428285
2023-06-19,Momentum Tilt 6M/12M,3Y,-0.02060308461201088
2023-06-20,Momentum Tilt 6M/12M,3Y,-0.02025653970989616
2023-06-21,Momentum Tilt 6M/12M,3Y,-0.021576018439698252
2023-06-22,Momentum Tilt 6M/12M,3Y,-0.017684112861277246
2023-06-23,Momentum Tilt 6M/12M,3Y,-0.0195295304959493
2023-06-26,Momentum Tilt 6M/12M,3Y,-0.020962689065670004
2023-06-27,Momentum Tilt 6M/12M,3Y,-0.01619236252450551
2023-06-28,Momentum Tilt 6M/12M,3Y,-0.017054392140885444
2023-06-29,Momentum Tilt 6M/12M,3Y,-0.014856874125287245
2023-06-30,Momentum Tilt 6M/12M,3Y,-0.015103616131456166
2023-07-03,Momentum Tilt 6M/12M,3Y,-0.013622760692238112
2023-07-04,Momentum Tilt 6M/12M,3Y,-0.013722977946695636
2023-07-05,Momentum Tilt 6M/12M,3Y,-0.013821088224068356
2023-07-06,Momentum Tilt 6M/12M,3Y,-0.012626700048751438
2023-07-07,Momentum Tilt 6M/12M,3Y,-0.012843739198519444
2023-07-10,Momentum Tilt 6M/12M,3Y,-0.01135003666110479
2023-07-11,Momentum Tilt 6M/12M,3Y,-0.011347387920798813
2023-07-12,Momentum Tilt 6M/12M,3Y,-0.011599749108701873
2023-07-13,Momentum Tilt 6M/12M,3Y,-0.002067779327093122
2023-07-14,Momentum Tilt 6M/12M,3Y,-0.005943343686450886
2023-07-17,Momentum Tilt 6M/12M,3Y,-0.0034806768639341623
2023-07-18,Momentum Tilt 6M/12M,3Y,-0.0008974228083404867
2023-07-19,Momentum Tilt 6M/12M,3Y,0.0012513438611791994
2023-07-20,Momentum Tilt 6M/12M,3Y,-0.0011143046331851814
2023-07-21,Momentum Tilt 6M/12M,3Y,0.0010225206133001041
2023-07-24,Momentum Tilt 6M/12M,3Y,-0.0018553401393630597
2023-07-25,Momentum Tilt 6M/12M,3Y,-0.005910807670355567
2023-07-26,Momentum Tilt 6M/12M,3Y,-0.00599920694245637
2023-07-27,Momentum Tilt 6M/12M,3Y,-0.0028465189323971796
2023-07-28,Momentum Tilt 6M/12M,3Y,-0.0031692037003450135
2023-07-31,Momentum Tilt 6M/12M,3Y,-0.004060097045775812
2023-08-01,Momentum Tilt 6M/12M,3Y,-0.00030518514882538206
2023-08-02,Momentum Tilt 6M/12M,3Y,-0.0031770808769895353
2023-08-03,Momentum Tilt 6M/12M,3Y,-0.002386628422482495
2023-08-04,Momentum Tilt 6M/12M,3Y,-0.005902858095196306
2023-08-07,Momentum Tilt 6M/12M,3Y,-0.005623500774762924
2023-08-08,Momentum Tilt 6M/12M,3Y,-0.0012122528763320872
2023-08-09,Momentum Tilt 6M/12M,3Y,-0.002239138629780868
2023-08-10,Momentum Tilt 6M/12M,3Y,-0.000280751091304543
2023-08-11,Momentum Tilt 6M/12M,3Y,-0.002205752977670672
2023-08-14,Momentum Tilt 6M/12M,3Y,-0.001180066225397347
2023-08-15,Momentum Tilt 6M/12M,3Y,-0.0030047255276510754
2023-08-16,Momentum Tilt 6M/12M,3Y,-0.003847080565913652
2023-08-17,Momentum Tilt 6M/12M,3Y,-0.009652189033507508
2023-08-18,Momentum Tilt 6M/12M,3Y,-0.010433816859268141
2023-08-21,Momentum Tilt 6M/12M,3Y,-0.011241786136097609
2023-08-22,Momentum Tilt 6M/12M,3Y,-0.009945738874841847
2023-08-23,Momentum Tilt 6M/12M,3Y,-0.009961418674257816
2023-08-24,Momentum Tilt 6M/12M,3Y,-0.010031137485261965
2023-08-25,Momentum Tilt 6M/12M,3Y,-0.01025957768051966
2023-08-28,Momentum Tilt 6M/12M,3Y,-0.009520454875770135
2023-08-29,Momentum Tilt 6M/12M,3Y,-0.00786048661145844
2023-08-30,Momentum Tilt 6M/12M,3Y,-0.00763781221565929
2023-08-31,Momentum Tilt 6M/12M,3Y,-0.0066801309776758355
2023-09-01,Momentum Tilt 6M/12M,3Y,-0.005859174632907305
2023-09-04,Momentum Tilt 6M/12M,3Y,-0.0066910484856825825
2023-09-05,Momentum Tilt 6M/12M,3Y,-0.007161443885091323
2023-09-06,Momentum Tilt 6M/12M,3Y,-0.007899795998240533
2023-09-07,Momentum Tilt 6M/12M,3Y,-0.009120160791281418
2023-09-08,Momentum Tilt 6M/12M,3Y,-0.008656415139334905
2023-09-11,Momentum Tilt 6M/12M,3Y,-0.007468264352372245
2023-09-12,Momentum Tilt 6M/12M,3Y,-0.009477004454234494
2023-09-13,Momentum Tilt 6M/12M,3Y,-0.008447742052051899
2023-09-14,Momentum Tilt 6M/12M,3Y,-0.009219388939834872
2023-09-15,Momentum Tilt 6M/12M,3Y,-0.009235960248093589
2023-09-18,Momentum Tilt 6M/12M,3Y,-0.009082280451094826
2023-09-19,Momentum Tilt 6M/12M,3Y,-0.009453828749885318
2023-09-20,Momentum Tilt 6M/12M,3Y,-0.009727298110251414
2023-09-21,Momentum Tilt 6M/12M,3Y,-0.010191662386524358
2023-09-22,Momentum Tilt 6M/12M,3Y,-0.009897675855420562
2023-09-25,Momentum Tilt 6M/12M,3Y,-0.00927944141860415
