Date,Strategy,Window,Rolling_CAGR_Diff_vs_Equal_Weight
2026-02-13,Trend-Following MA,1Y,-0.03045492395647731
2026-02-16,Trend-Following MA,1Y,-0.035646154542916975
2026-02-17,Trend-Following MA,1Y,-0.03568569488604778
2026-02-18,Trend-Following MA,1Y,-0.027890078989580847
2026-02-19,Trend-Following MA,1Y,-0.02101077859855338
2026-02-20,Trend-Following MA,1Y,-0.019090770499657905
2026-02-23,Trend-Following MA,1Y,-0.01618930816880293
2026-02-24,Trend-Following MA,1Y,-0.02147185148063735
2026-02-25,Trend-Following MA,1Y,-0.057690223920964456
2026-02-26,Trend-Following MA,1Y,-0.04633277298657257
2026-02-27,Trend-Following MA,1Y,-0.0435989708647766
2026-03-02,Trend-Following MA,1Y,-0.050371937447837745
2026-03-03,Trend-Following MA,1Y,-0.029991747274807468
2026-03-04,Trend-Following MA,1Y,-0.033923473847148555
2026-03-05,Trend-Following MA,1Y,-0.0322531749888928
2026-03-06,Trend-Following MA,1Y,-0.023724091188010554
2026-03-09,Trend-Following MA,1Y,-0.029340180680159866
2026-03-10,Trend-Following MA,1Y,-0.03650194674085894
2026-03-11,Trend-Following MA,1Y,-0.03173769633434187
2026-03-12,Trend-Following MA,1Y,-0.03222071679264915
2026-03-13,Trend-Following MA,1Y,-0.03343529368873743
2026-03-16,Trend-Following MA,1Y,-0.04213243477974915
2026-03-17,Trend-Following MA,1Y,-0.049605347461732174
2026-03-18,Trend-Following MA,1Y,-0.044374742369035935
2026-03-19,Trend-Following MA,1Y,-0.036156737070415224
2026-03-20,Trend-Following MA,1Y,-0.035828818246726346
2026-03-23,Trend-Following MA,1Y,-0.04353780207242597
2026-03-24,Trend-Following MA,1Y,-0.06338280539626595
2026-03-25,Trend-Following MA,1Y,-0.08870417729378688
2026-03-26,Trend-Following MA,1Y,-0.08959163750381838
2026-03-27,Trend-Following MA,1Y,-0.05396082201844621
2026-03-30,Trend-Following MA,1Y,-0.06465586135539092
2026-03-31,Trend-Following MA,1Y,-0.0616343380919393
2026-04-01,Trend-Following MA,1Y,-0.058945296250047186
2026-04-02,Trend-Following MA,1Y,-0.06116886481321804
2026-04-03,Trend-Following MA,1Y,-0.06339612646166404
2026-04-06,Trend-Following MA,1Y,-0.06386359976982359
2026-04-07,Trend-Following MA,1Y,-0.06893360381274838
2026-04-08,Trend-Following MA,1Y,-0.06954735497813758
2026-04-09,Trend-Following MA,1Y,-0.057794027731244535
2026-04-10,Trend-Following MA,1Y,-0.05744948375628289
2026-04-13,Trend-Following MA,1Y,-0.05922566229813819
2026-04-14,Trend-Following MA,1Y,-0.06048065040914552
2026-04-15,Trend-Following MA,1Y,-0.05884795224830297
2026-04-16,Trend-Following MA,1Y,-0.0658030244840937
2026-04-17,Trend-Following MA,1Y,-0.07212330965671687
2026-04-20,Trend-Following MA,1Y,-0.06364604353069314
2026-04-21,Trend-Following MA,1Y,-0.056527083472751816
2026-04-22,Trend-Following MA,1Y,-0.06519381032130966
2026-04-23,Trend-Following MA,1Y,-0.06216457703063272
2026-04-24,Trend-Following MA,1Y,-0.061100440487426244
2026-04-27,Trend-Following MA,1Y,-0.03989449211996732
2026-04-28,Trend-Following MA,1Y,-0.029170205076316513
2026-04-29,Trend-Following MA,1Y,-0.015263058948704833
2026-04-30,Trend-Following MA,1Y,-0.016707348405159195
2026-05-01,Trend-Following MA,1Y,-0.023415940523716428
2026-05-04,Trend-Following MA,1Y,-0.029366771743524867
2026-05-05,Trend-Following MA,1Y,-0.031922188468075374
2026-05-06,Trend-Following MA,1Y,-0.039405264754312164
2026-05-07,Trend-Following MA,1Y,-0.03446769311190989
2026-05-08,Trend-Following MA,1Y,-0.039113696141496845
2026-05-11,Trend-Following MA,1Y,-0.047253504637699395
2026-05-12,Trend-Following MA,1Y,-0.05234907635522368
2026-05-13,Trend-Following MA,1Y,-0.04988102494853597
2026-05-14,Trend-Following MA,1Y,-0.04545258234795391
2026-05-15,Trend-Following MA,1Y,-0.03898425012826223
2026-05-18,Trend-Following MA,1Y,-0.03781491694415173
2026-05-19,Trend-Following MA,1Y,-0.04297534818102067
2026-05-20,Trend-Following MA,1Y,-0.035773633590795884
2026-05-21,Trend-Following MA,1Y,-0.035196537881147405
2026-05-22,Trend-Following MA,1Y,-0.031926475223613915
2026-05-25,Trend-Following MA,1Y,-0.04227670671867556
2026-05-26,Trend-Following MA,1Y,-0.03249716460855967
2026-05-27,Trend-Following MA,1Y,-0.017705254515020696
2026-05-28,Trend-Following MA,1Y,-0.015300920486004621
2026-05-29,Trend-Following MA,1Y,-0.017597288164845848
2026-06-01,Trend-Following MA,1Y,-0.022517177122190146
2026-06-02,Trend-Following MA,1Y,-0.01631223000232307
2026-06-03,Trend-Following MA,1Y,-0.007946599431889467
2026-06-04,Trend-Following MA,1Y,-0.008738350516911852
2026-06-05,Trend-Following MA,1Y,0.01091711001834983
2026-06-08,Trend-Following MA,1Y,0.004063972547105221
2026-06-09,Trend-Following MA,1Y,0.00426817608583252
2026-06-10,Trend-Following MA,1Y,0.008426041361446313
2026-06-11,Trend-Following MA,1Y,0.0003396429052671124
2026-06-12,Trend-Following MA,1Y,-0.004838190730583669
2026-06-15,Trend-Following MA,1Y,-0.015738933085053475
2026-06-16,Trend-Following MA,1Y,-0.01069825275240599
2026-06-17,Trend-Following MA,1Y,-0.002097262095314134
2026-06-18,Trend-Following MA,1Y,0.00021225386157719406
2026-06-19,Trend-Following MA,1Y,0.008661673724699837
2026-06-22,Trend-Following MA,1Y,0.009543455660014466
2026-06-23,Trend-Following MA,1Y,0.016894084012113675
2026-06-24,Trend-Following MA,1Y,0.024952176936641868
2022-09-08,Trend-Following MA,3Y,-0.23279649921600654
2022-09-09,Trend-Following MA,3Y,-0.23477288888544923
2022-09-12,Trend-Following MA,3Y,-0.23361752133031866
2022-09-13,Trend-Following MA,3Y,-0.22523795645565947
2022-09-14,Trend-Following MA,3Y,-0.21781712344950832
2022-09-15,Trend-Following MA,3Y,-0.22680984086638878
2022-09-16,Trend-Following MA,3Y,-0.23367714518184557
2022-09-19,Trend-Following MA,3Y,-0.22552096418180878
2022-09-20,Trend-Following MA,3Y,-0.2233018925049428
2022-09-21,Trend-Following MA,3Y,-0.2195289914209677
2022-09-22,Trend-Following MA,3Y,-0.22971205405031203
2022-09-23,Trend-Following MA,3Y,-0.23646641783674782
2022-09-26,Trend-Following MA,3Y,-0.23276955940009358
2022-09-27,Trend-Following MA,3Y,-0.23069706018906777
2022-09-28,Trend-Following MA,3Y,-0.2294517199581404
2022-09-29,Trend-Following MA,3Y,-0.23281653548245418
2022-09-30,Trend-Following MA,3Y,-0.23410753314140076
2022-10-03,Trend-Following MA,3Y,-0.2388688639215153
2022-10-04,Trend-Following MA,3Y,-0.23932300314579402
2022-10-05,Trend-Following MA,3Y,-0.23598761311423333
2022-10-06,Trend-Following MA,3Y,-0.2349680778426817
2022-10-07,Trend-Following MA,3Y,-0.23717041894155477
2022-10-10,Trend-Following MA,3Y,-0.23524847649723568
2022-10-11,Trend-Following MA,3Y,-0.23596010235534026
2022-10-12,Trend-Following MA,3Y,-0.2391597113528493
2022-10-13,Trend-Following MA,3Y,-0.23495330450562435
2022-10-14,Trend-Following MA,3Y,-0.2398843045945781
2022-10-17,Trend-Following MA,3Y,-0.2482047939214238
2022-10-18,Trend-Following MA,3Y,-0.24994843040474413
2022-10-19,Trend-Following MA,3Y,-0.2459957663158744
2022-10-20,Trend-Following MA,3Y,-0.24486823604592312
2022-10-21,Trend-Following MA,3Y,-0.24851343469229337
2022-10-24,Trend-Following MA,3Y,-0.2448854497943781
2022-10-25,Trend-Following MA,3Y,-0.24970753824622793
2022-10-26,Trend-Following MA,3Y,-0.25292707469673414
2022-10-27,Trend-Following MA,3Y,-0.2534743937125381
2022-10-28,Trend-Following MA,3Y,-0.2524650523324147
2022-10-31,Trend-Following MA,3Y,-0.24531920444242528
2022-11-01,Trend-Following MA,3Y,-0.25145310210420857
2022-11-02,Trend-Following MA,3Y,-0.24722019506172288
2022-11-03,Trend-Following MA,3Y,-0.24666970736010085
2022-11-04,Trend-Following MA,3Y,-0.24912204947455385
2022-11-07,Trend-Following MA,3Y,-0.24391532942651772
2022-11-08,Trend-Following MA,3Y,-0.2449446801749171
2022-11-09,Trend-Following MA,3Y,-0.2439089730566838
2022-11-10,Trend-Following MA,3Y,-0.2511741752934967
2022-11-11,Trend-Following MA,3Y,-0.2533529700983046
2022-11-14,Trend-Following MA,3Y,-0.24906330329030268
2022-11-15,Trend-Following MA,3Y,-0.2497678070572361
2022-11-16,Trend-Following MA,3Y,-0.2478130147636759
2022-11-17,Trend-Following MA,3Y,-0.2460364902674087
2022-11-18,Trend-Following MA,3Y,-0.24472358860179355
2022-11-21,Trend-Following MA,3Y,-0.23905069134674028
2022-11-22,Trend-Following MA,3Y,-0.2362541239025453
2022-11-23,Trend-Following MA,3Y,-0.23904795879002405
2022-11-24,Trend-Following MA,3Y,-0.239696520206379
2022-11-25,Trend-Following MA,3Y,-0.24162518189573545
2022-11-28,Trend-Following MA,3Y,-0.24055103950846335
2022-11-29,Trend-Following MA,3Y,-0.23845154811844715
2022-11-30,Trend-Following MA,3Y,-0.2460885280452989
2022-12-01,Trend-Following MA,3Y,-0.24908747936511288
2022-12-02,Trend-Following MA,3Y,-0.25655412755277973
2022-12-05,Trend-Following MA,3Y,-0.2586651977449971
2022-12-06,Trend-Following MA,3Y,-0.2612437090662082
2022-12-07,Trend-Following MA,3Y,-0.25531211740079296
2022-12-08,Trend-Following MA,3Y,-0.2560712996836396
2022-12-09,Trend-Following MA,3Y,-0.2573234270345288
2022-12-12,Trend-Following MA,3Y,-0.25302962878655666
2022-12-13,Trend-Following MA,3Y,-0.257514537975994
2022-12-14,Trend-Following MA,3Y,-0.2561974325659153
2022-12-15,Trend-Following MA,3Y,-0.2579274168336415
2022-12-16,Trend-Following MA,3Y,-0.2557581842833203
2022-12-19,Trend-Following MA,3Y,-0.2536887934779596
2022-12-20,Trend-Following MA,3Y,-0.2519052972822097
2022-12-21,Trend-Following MA,3Y,-0.2481599166366285
2022-12-22,Trend-Following MA,3Y,-0.24861774149225435
2022-12-23,Trend-Following MA,3Y,-0.24600299807185755
2022-12-26,Trend-Following MA,3Y,-0.25000618131638674
2022-12-27,Trend-Following MA,3Y,-0.24646881991640168
2022-12-28,Trend-Following MA,3Y,-0.2432379868315918
2022-12-29,Trend-Following MA,3Y,-0.2375303350964082
2022-12-30,Trend-Following MA,3Y,-0.23530588276159614
2023-01-02,Trend-Following MA,3Y,-0.23497282860509816
2023-01-03,Trend-Following MA,3Y,-0.23212361281394733
2023-01-04,Trend-Following MA,3Y,-0.23124900552534255
2023-01-05,Trend-Following MA,3Y,-0.22480645592910353
2023-01-06,Trend-Following MA,3Y,-0.22442907478425067
2023-01-09,Trend-Following MA,3Y,-0.22613746022091497
2023-01-10,Trend-Following MA,3Y,-0.2346938223594709
2023-01-11,Trend-Following MA,3Y,-0.23474599322648004
2023-01-12,Trend-Following MA,3Y,-0.24185771097206188
2023-01-13,Trend-Following MA,3Y,-0.2442027787540203
2023-01-16,Trend-Following MA,3Y,-0.24603244817003656
2023-01-17,Trend-Following MA,3Y,-0.24999560744123328
2023-01-18,Trend-Following MA,3Y,-0.25656263379148014
2023-01-19,Trend-Following MA,3Y,-0.2666478810620785
2023-01-20,Trend-Following MA,3Y,-0.2728562480999359
2023-01-23,Trend-Following MA,3Y,-0.27745775038346987
2023-01-24,Trend-Following MA,3Y,-0.2706968132148866
2023-01-25,Trend-Following MA,3Y,-0.2747369607013871
2023-01-26,Trend-Following MA,3Y,-0.2724855688462652
2023-01-27,Trend-Following MA,3Y,-0.2745709498079171
2023-01-30,Trend-Following MA,3Y,-0.27144335897853067
2023-01-31,Trend-Following MA,3Y,-0.2942573813123065
2023-02-01,Trend-Following MA,3Y,-0.2911244162472547
2023-02-02,Trend-Following MA,3Y,-0.2977809544102542
2023-02-03,Trend-Following MA,3Y,-0.33810698513609183
2023-02-06,Trend-Following MA,3Y,-0.32082000924410714
2023-02-07,Trend-Following MA,3Y,-0.3476775371926062
2023-02-08,Trend-Following MA,3Y,-0.3393067274096324
2023-02-09,Trend-Following MA,3Y,-0.3453019362988252
2023-02-10,Trend-Following MA,3Y,-0.3318709006560496
2023-02-13,Trend-Following MA,3Y,-0.3357239680896158
2023-02-14,Trend-Following MA,3Y,-0.34050196104104513
2023-02-15,Trend-Following MA,3Y,-0.33174541912248623
2023-02-16,Trend-Following MA,3Y,-0.3273507129619977
2023-02-17,Trend-Following MA,3Y,-0.32176532546182246
2023-02-20,Trend-Following MA,3Y,-0.32793136720916927
2023-02-21,Trend-Following MA,3Y,-0.3243938995178488
2023-02-22,Trend-Following MA,3Y,-0.3248853404592098
2023-02-23,Trend-Following MA,3Y,-0.3291157201717314
2023-02-24,Trend-Following MA,3Y,-0.32121710926082825
2023-02-27,Trend-Following MA,3Y,-0.32223248693641793
2023-02-28,Trend-Following MA,3Y,-0.30847971284712683
2023-03-01,Trend-Following MA,3Y,-0.31023404665752385
2023-03-02,Trend-Following MA,3Y,-0.30386483517162965
2023-03-03,Trend-Following MA,3Y,-0.3024250976893911
2023-03-06,Trend-Following MA,3Y,-0.30472645733831927
2023-03-07,Trend-Following MA,3Y,-0.30685756888575655
2023-03-08,Trend-Following MA,3Y,-0.30290562290704226
2023-03-09,Trend-Following MA,3Y,-0.31110502648168414
2023-03-10,Trend-Following MA,3Y,-0.30694190759129114
2023-03-13,Trend-Following MA,3Y,-0.3051646509587681
2023-03-14,Trend-Following MA,3Y,-0.310585414973795
2023-03-15,Trend-Following MA,3Y,-0.31805798258848295
2023-03-16,Trend-Following MA,3Y,-0.31190036997686343
2023-03-17,Trend-Following MA,3Y,-0.3111653055925092
2023-03-20,Trend-Following MA,3Y,-0.30837405295403997
2023-03-21,Trend-Following MA,3Y,-0.3056079069134451
2023-03-22,Trend-Following MA,3Y,-0.2999466189414204
2023-03-23,Trend-Following MA,3Y,-0.2913568263231747
2023-03-24,Trend-Following MA,3Y,-0.2958180992085425
2023-03-27,Trend-Following MA,3Y,-0.2997497612610762
2023-03-28,Trend-Following MA,3Y,-0.3008140923327307
2023-03-29,Trend-Following MA,3Y,-0.3014696767517252
2023-03-30,Trend-Following MA,3Y,-0.3034570608409589
2023-03-31,Trend-Following MA,3Y,-0.30146620956577286
2023-04-03,Trend-Following MA,3Y,-0.29435120437917806
2023-04-04,Trend-Following MA,3Y,-0.3049961821186862
2023-04-05,Trend-Following MA,3Y,-0.3087239113361443
2023-04-06,Trend-Following MA,3Y,-0.3096743931611371
2023-04-07,Trend-Following MA,3Y,-0.3081676600549914
2023-04-10,Trend-Following MA,3Y,-0.3109385126377635
2023-04-11,Trend-Following MA,3Y,-0.29658531111976083
2023-04-12,Trend-Following MA,3Y,-0.2975452009533307
2023-04-13,Trend-Following MA,3Y,-0.2950613242641985
2023-04-14,Trend-Following MA,3Y,-0.30171258540829027
2023-04-17,Trend-Following MA,3Y,-0.2998887588180066
2023-04-18,Trend-Following MA,3Y,-0.30237276144944825
2023-04-19,Trend-Following MA,3Y,-0.29351313469196794
2023-04-20,Trend-Following MA,3Y,-0.2884006878274117
2023-04-21,Trend-Following MA,3Y,-0.28230099086383365
2023-04-24,Trend-Following MA,3Y,-0.28268263353425194
2023-04-25,Trend-Following MA,3Y,-0.2715722091655053
2023-04-26,Trend-Following MA,3Y,-0.27096931808917235
2023-04-27,Trend-Following MA,3Y,-0.2643199501691397
2023-04-28,Trend-Following MA,3Y,-0.2642823980291199
2023-05-01,Trend-Following MA,3Y,-0.25728614064170463
2023-05-02,Trend-Following MA,3Y,-0.2538022474894077
2023-05-03,Trend-Following MA,3Y,-0.2583571026204987
2023-05-04,Trend-Following MA,3Y,-0.2601455034239092
2023-05-05,Trend-Following MA,3Y,-0.2798025729324555
2023-05-08,Trend-Following MA,3Y,-0.270716794918062
2023-05-09,Trend-Following MA,3Y,-0.2711358728307721
2023-05-10,Trend-Following MA,3Y,-0.26863364311241567
2023-05-11,Trend-Following MA,3Y,-0.26742457140067966
2023-05-12,Trend-Following MA,3Y,-0.2690473033552713
2023-05-15,Trend-Following MA,3Y,-0.2714355847426875
2023-05-16,Trend-Following MA,3Y,-0.26684197312599345
2023-05-17,Trend-Following MA,3Y,-0.26741126604627663
2023-05-18,Trend-Following MA,3Y,-0.2748551605400562
2023-05-19,Trend-Following MA,3Y,-0.27365201391760574
2023-05-22,Trend-Following MA,3Y,-0.27801029009764966
2023-05-23,Trend-Following MA,3Y,-0.275150592793847
2023-05-24,Trend-Following MA,3Y,-0.2730362210638756
2023-05-25,Trend-Following MA,3Y,-0.26666684604549595
2023-05-26,Trend-Following MA,3Y,-0.2664421937047249
2023-05-29,Trend-Following MA,3Y,-0.2681142235213343
2023-05-30,Trend-Following MA,3Y,-0.25938755459508767
2023-05-31,Trend-Following MA,3Y,-0.2589367722691891
2023-06-01,Trend-Following MA,3Y,-0.2557053061351221
2023-06-02,Trend-Following MA,3Y,-0.26373645996786477
2023-06-05,Trend-Following MA,3Y,-0.26041197556896745
2023-06-06,Trend-Following MA,3Y,-0.2626612437691346
2023-06-07,Trend-Following MA,3Y,-0.26040887289549375
2023-06-08,Trend-Following MA,3Y,-0.258904568714877
2023-06-09,Trend-Following MA,3Y,-0.25987118611860816
2023-06-12,Trend-Following MA,3Y,-0.2567077333408956
2023-06-13,Trend-Following MA,3Y,-0.2591956054128107
2023-06-14,Trend-Following MA,3Y,-0.254741745149643
2023-06-15,Trend-Following MA,3Y,-0.2541987135467605
2023-06-16,Trend-Following MA,3Y,-0.254625035910356
2023-06-19,Trend-Following MA,3Y,-0.2554777507612508
2023-06-20,Trend-Following MA,3Y,-0.24803385500965036
2023-06-21,Trend-Following MA,3Y,-0.2485302064077517
2023-06-22,Trend-Following MA,3Y,-0.24551727851165472
2023-06-23,Trend-Following MA,3Y,-0.247226222530879
2023-06-26,Trend-Following MA,3Y,-0.2463491890135493
2023-06-27,Trend-Following MA,3Y,-0.24076827465182593
2023-06-28,Trend-Following MA,3Y,-0.23647615714199277
2023-06-29,Trend-Following MA,3Y,-0.23539080234768972
2023-06-30,Trend-Following MA,3Y,-0.2379136912628642
2023-07-03,Trend-Following MA,3Y,-0.240084942339296
2023-07-04,Trend-Following MA,3Y,-0.23767578118288946
2023-07-05,Trend-Following MA,3Y,-0.2404663028573829
2023-07-06,Trend-Following MA,3Y,-0.23568241834918613
2023-07-07,Trend-Following MA,3Y,-0.23407033081949014
2023-07-10,Trend-Following MA,3Y,-0.23388451051884007
2023-07-11,Trend-Following MA,3Y,-0.23383440172602987
2023-07-12,Trend-Following MA,3Y,-0.2359592175134103
2023-07-13,Trend-Following MA,3Y,-0.24706656670354377
2023-07-14,Trend-Following MA,3Y,-0.24339232520240195
2023-07-17,Trend-Following MA,3Y,-0.24495796424474747
2023-07-18,Trend-Following MA,3Y,-0.24211159944227112
2023-07-19,Trend-Following MA,3Y,-0.24583845660546488
2023-07-20,Trend-Following MA,3Y,-0.24624667728737526
2023-07-21,Trend-Following MA,3Y,-0.24613630231838546
2023-07-24,Trend-Following MA,3Y,-0.24371133297085912
2023-07-25,Trend-Following MA,3Y,-0.24404920704921917
2023-07-26,Trend-Following MA,3Y,-0.24120812098161792
2023-07-27,Trend-Following MA,3Y,-0.24180885600000923
2023-07-28,Trend-Following MA,3Y,-0.25371384334225366
2023-07-31,Trend-Following MA,3Y,-0.2524724863139437
2023-08-01,Trend-Following MA,3Y,-0.253280655687135
2023-08-02,Trend-Following MA,3Y,-0.2549532456805649
2023-08-03,Trend-Following MA,3Y,-0.2515735485685775
2023-08-04,Trend-Following MA,3Y,-0.2511619148903582
2023-08-07,Trend-Following MA,3Y,-0.25121984120769136
2023-08-08,Trend-Following MA,3Y,-0.24536206035080754
2023-08-09,Trend-Following MA,3Y,-0.24825643448281287
2023-08-10,Trend-Following MA,3Y,-0.24577416301841315
2023-08-11,Trend-Following MA,3Y,-0.2463973317331285
2023-08-14,Trend-Following MA,3Y,-0.24738035705631967
2023-08-15,Trend-Following MA,3Y,-0.2534752161535112
2023-08-16,Trend-Following MA,3Y,-0.2511865926349086
2023-08-17,Trend-Following MA,3Y,-0.25330161026371933
2023-08-18,Trend-Following MA,3Y,-0.24877983549610527
2023-08-21,Trend-Following MA,3Y,-0.24652072106707446
2023-08-22,Trend-Following MA,3Y,-0.24177075515292612
2023-08-23,Trend-Following MA,3Y,-0.2434794439650354
2023-08-24,Trend-Following MA,3Y,-0.24145063222135954
2023-08-25,Trend-Following MA,3Y,-0.24376656789835438
2023-08-28,Trend-Following MA,3Y,-0.24590778077388364
2023-08-29,Trend-Following MA,3Y,-0.24274897479768232
2023-08-30,Trend-Following MA,3Y,-0.24592103314834213
2023-08-31,Trend-Following MA,3Y,-0.24112602896897184
2023-09-01,Trend-Following MA,3Y,-0.23747258098651958
2023-09-04,Trend-Following MA,3Y,-0.2348898754236417
2023-09-05,Trend-Following MA,3Y,-0.22993392245461797
2023-09-06,Trend-Following MA,3Y,-0.23169038131747477
2023-09-07,Trend-Following MA,3Y,-0.23357140949167599
2023-09-08,Trend-Following MA,3Y,-0.23250774175138078
2023-09-11,Trend-Following MA,3Y,-0.23203115208389036
2023-09-12,Trend-Following MA,3Y,-0.23353442119318202
2023-09-13,Trend-Following MA,3Y,-0.23339905193026933
2023-09-14,Trend-Following MA,3Y,-0.232221628137524
2023-09-15,Trend-Following MA,3Y,-0.23009788481588467
2023-09-18,Trend-Following MA,3Y,-0.23092966757573452
2023-09-19,Trend-Following MA,3Y,-0.23503092296614447
2023-09-20,Trend-Following MA,3Y,-0.23373506967443913
2023-09-21,Trend-Following MA,3Y,-0.23748478122671834
2023-09-22,Trend-Following MA,3Y,-0.23778377015476349
2023-09-25,Trend-Following MA,3Y,-0.23755396728288314
2023-09-26,Trend-Following MA,3Y,-0.23481724815205207
2023-09-27,Trend-Following MA,3Y,-0.23232404774908255
2023-09-28,Trend-Following MA,3Y,-0.23205295404989545
2023-09-29,Trend-Following MA,3Y,-0.22832968162879963
2023-10-02,Trend-Following MA,3Y,-0.22368676494078832
2023-10-03,Trend-Following MA,3Y,-0.22114273013565278
2023-10-04,Trend-Following MA,3Y,-0.219087673220548
2023-10-05,Trend-Following MA,3Y,-0.21744161078253232
2023-10-06,Trend-Following MA,3Y,-0.22113676741825905
2023-10-09,Trend-Following MA,3Y,-0.21730379578726788
2023-10-10,Trend-Following MA,3Y,-0.21514578675772833
2023-10-11,Trend-Following MA,3Y,-0.2136778134240992
2023-10-12,Trend-Following MA,3Y,-0.21359986828658917
2023-10-13,Trend-Following MA,3Y,-0.2138732969608419
2023-10-16,Trend-Following MA,3Y,-0.21153538024939278
2023-10-17,Trend-Following MA,3Y,-0.19453488556787768
2023-10-18,Trend-Following MA,3Y,-0.18644517511101977
2023-10-19,Trend-Following MA,3Y,-0.1902316247012299
2023-10-20,Trend-Following MA,3Y,-0.1981042824448036
2023-10-23,Trend-Following MA,3Y,-0.20195750855881656
2023-10-24,Trend-Following MA,3Y,-0.19481342937762247
2023-10-25,Trend-Following MA,3Y,-0.19679332998176757
2023-10-26,Trend-Following MA,3Y,-0.19698832530288346
2023-10-27,Trend-Following MA,3Y,-0.19529017385867076
2023-10-30,Trend-Following MA,3Y,-0.20021203425431577
2023-10-31,Trend-Following MA,3Y,-0.19948750387261716
2023-11-01,Trend-Following MA,3Y,-0.20484957455831443
2023-11-02,Trend-Following MA,3Y,-0.20469369024777295
2023-11-03,Trend-Following MA,3Y,-0.20570542767291977
2023-11-06,Trend-Following MA,3Y,-0.21144036687581946
2023-11-07,Trend-Following MA,3Y,-0.20766745036351797
2023-11-08,Trend-Following MA,3Y,-0.2068437412616293
2023-11-09,Trend-Following MA,3Y,-0.20058959648797436
2023-11-10,Trend-Following MA,3Y,-0.1990323926057589
2023-11-13,Trend-Following MA,3Y,-0.19758062682860356
2023-11-14,Trend-Following MA,3Y,-0.202982010559568
2023-11-15,Trend-Following MA,3Y,-0.20739405546842204
2023-11-16,Trend-Following MA,3Y,-0.21299696166128834
2023-11-17,Trend-Following MA,3Y,-0.20756572610175728
2023-11-20,Trend-Following MA,3Y,-0.20869175218492242
2023-11-21,Trend-Following MA,3Y,-0.20080587011884188
2023-11-22,Trend-Following MA,3Y,-0.20188667214210854
2023-11-23,Trend-Following MA,3Y,-0.20102593360424736
2023-11-24,Trend-Following MA,3Y,-0.20065212651872832
2023-11-27,Trend-Following MA,3Y,-0.19883533518114271
2023-11-28,Trend-Following MA,3Y,-0.19176121871353247
2023-11-29,Trend-Following MA,3Y,-0.18603917234940237
2023-11-30,Trend-Following MA,3Y,-0.17835273114979766
2023-12-01,Trend-Following MA,3Y,-0.17569798828646144
2023-12-04,Trend-Following MA,3Y,-0.17662867394028547
2023-12-05,Trend-Following MA,3Y,-0.18418224329934807
2023-12-06,Trend-Following MA,3Y,-0.18317595613602933
2023-12-07,Trend-Following MA,3Y,-0.17992422644497397
2023-12-08,Trend-Following MA,3Y,-0.18067768258946282
2023-12-11,Trend-Following MA,3Y,-0.18299214065387792
2023-12-12,Trend-Following MA,3Y,-0.17804874768859924
2023-12-13,Trend-Following MA,3Y,-0.18052276279976442
2023-12-14,Trend-Following MA,3Y,-0.1800960789015541
2023-12-15,Trend-Following MA,3Y,-0.18771156980026715
2023-12-18,Trend-Following MA,3Y,-0.18412195418801358
2023-12-19,Trend-Following MA,3Y,-0.18308318992989847
2023-12-20,Trend-Following MA,3Y,-0.18300453330291955
2023-12-21,Trend-Following MA,3Y,-0.19166934043512052
2023-12-22,Trend-Following MA,3Y,-0.18625512437455982
2023-12-25,Trend-Following MA,3Y,-0.18640440322407759
2023-12-26,Trend-Following MA,3Y,-0.17568500171634194
2023-12-27,Trend-Following MA,3Y,-0.17522343833290177
2023-12-28,Trend-Following MA,3Y,-0.17079161176813584
2023-12-29,Trend-Following MA,3Y,-0.16625973739164512
2024-01-01,Trend-Following MA,3Y,-0.15847821769590675
2024-01-02,Trend-Following MA,3Y,-0.14704677632784557
2024-01-03,Trend-Following MA,3Y,-0.13848571736388393
2024-01-04,Trend-Following MA,3Y,-0.12567154267674263
2024-01-05,Trend-Following MA,3Y,-0.12441548497013533
2024-01-08,Trend-Following MA,3Y,-0.11872747005300854
2024-01-09,Trend-Following MA,3Y,-0.12398166511213404
2024-01-10,Trend-Following MA,3Y,-0.12494260476284746
2024-01-11,Trend-Following MA,3Y,-0.11733083872927008
2024-01-12,Trend-Following MA,3Y,-0.11005218368121317
2024-01-15,Trend-Following MA,3Y,-0.08793896773196308
2024-01-16,Trend-Following MA,3Y,-0.09098162634738205
2024-01-17,Trend-Following MA,3Y,-0.10557156498469156
2024-01-18,Trend-Following MA,3Y,-0.09660122779803293
2024-01-19,Trend-Following MA,3Y,-0.10144182652844003
2024-01-22,Trend-Following MA,3Y,-0.09746521294014876
2024-01-23,Trend-Following MA,3Y,-0.08857169263590237
2024-01-24,Trend-Following MA,3Y,-0.09377828769232155
2024-01-25,Trend-Following MA,3Y,-0.09215972272350992
2024-01-26,Trend-Following MA,3Y,-0.09852758840115405
2024-01-29,Trend-Following MA,3Y,-0.09883788622753353
2024-01-30,Trend-Following MA,3Y,-0.09435778556579832
2024-01-31,Trend-Following MA,3Y,-0.08220891898278526
2024-02-01,Trend-Following MA,3Y,-0.08706162679193252
2024-02-02,Trend-Following MA,3Y,-0.08497367760447438
2024-02-05,Trend-Following MA,3Y,-0.09101899779383305
2024-02-06,Trend-Following MA,3Y,-0.09362393006795433
2024-02-07,Trend-Following MA,3Y,-0.08595362499696946
2024-02-08,Trend-Following MA,3Y,-0.08032445062280436
2024-02-09,Trend-Following MA,3Y,-0.08740069357294622
